PSA_ID,Domain,English,Ekegusii
AGR_02311,Agriculture,Pest Control Products Board promotes soil conservation among farmers in Marsabit County as part of the April climate resilience drive.,Ekeombe gia Pest Control Products Board nikogenda gochia okorinda riroba ase abanyamwaka ba Marsabit County ase ogokonya ogokora gwa okorwanirira oboremo ase omotigo gwa omotienyi 4 §YEAR0§.
AGR_02312,Agriculture,KTDA reminds residents of Marsabit County that conservation tillage improves long-term farm productivity.,KTDA eribokirie abanto ba Marsabit County buna oboremi obw'okonyora emechando y'ebimeri nigo bwonchoreria oboremi obuya ase chingaki chia kare.
AGR_02313,Agriculture,KALRO reminds residents of Nandi County that terracing improves long-term farm productivity.,KALRO ekobasoka abanto ba Nandi County buna okorima amaterasi nigo okong'ia obonyinge bwoborimi bwa kare na kare.
AGR_02314,Agriculture,KEPHIS promotes agroforestry among farmers in Isiolo County as part of the April climate resilience drive.,KEPHIS egokinia oborimi bwemiti ase ababorimi ba Isiolo County buna ebitundu biogotebia obomanyi bwa chinchancha chioboire ase omotienyi 4.
AGR_02315,Agriculture,Notice: KTDA will train farmers in Kericho County on conservation tillage this November.,Okoraria: KTDA egokora ogoteba abaremi aaria Kericho Kaonti igoro yoboremi bwo korenda amabura ase omotienyi 11.
AGR_02316,Agriculture,Ministry of Agriculture and Livestock Development reminds residents of Homa Bay County that water harvesting improves long-term farm productivity.,Ewizara ya Oborimi na Oboreri bwe Ebitugo nigo egokora abanto ba Homa Bay County goika amato ng'a okogwata amache nigo okong'ania oborimi bwa kare na kare.
AGR_02317,Agriculture,Notice: KALRO will train farmers in Siaya County on agroforestry this August.,Enyamanyerero: KALRO egokorera abaremi amachiko ase Siaya County igoro yoboremi bwechimiti (agroforestry) ase omotienyi 8.
AGR_02318,Agriculture,Kenya Dairy Board reminds residents of Murang'a County that terracing improves long-term farm productivity.,
AGR_02319,Agriculture,FAO promotes conservation tillage among farmers in Kericho County as part of the October climate resilience drive.,FAO eragete oboremi bwokonyora amaguta ase abaremi ba Kericho County buna ekerengo giechiganda kia omotienyi 10 kia ogotanga obobe bwechiheo.
AGR_02320,Agriculture,Kenya Plant Health Inspectorate Service promotes terracing among farmers in Embu County as part of the August climate resilience drive.,Eminisitiri ya Kenya Plant Health Inspectorate Service neegerie abaremi gokora amaterasi ase Embu County ase omoroberio bwa omotienyi 8 bwo gokonyera eching'iti goikera amachiko.
AGR_02321,Agriculture,Kenya Dairy Board promotes water harvesting among farmers in Vihiga County as part of the February climate resilience drive.,"Ekeombe gia Kenya Dairy Board nigo gikoremereria abaremi aaria Vihiga County gochaka gokonya amache ase engera yogoikera amache, ase omoroberio ogoikera amasingira aiga omotienyi 2."
AGR_02322,Agriculture,AFA reminds residents of Tana River County that terracing improves long-term farm productivity.,AFA eribokire abaturagi ba Tana River County buna okorima amaterasi nigo okongerera obwanchani bwe ebitii ase oborende.
AGR_02323,Agriculture,Notice: Kenya Dairy Board will train farmers in Narok County on conservation tillage this October.,Egechera: Bodi yechinono ya Kenya neigie abaremi ase Narok County ase oboremi bwo ogoteba omogondo ase omotienyi 10.
AGR_02324,Agriculture,KEPHIS reminds residents of Trans Nzoia County that soil conservation improves long-term farm productivity.,KEPHIS egokwaniria abanto bwa Trans Nzoia County buna ogotunza amabura nigo okongerera oboremi obuya bwa kare na kare.
AGR_02325,Agriculture,Notice: FAO will train farmers in Narok County on agroforestry this August.,Ekeombe kia FAO nigo kiratueke abarimu aaria Narok County igoro yoboremi bwemichie na oboremi bwa miti (agroforestry) ase omotienyi 8.
AGR_02326,Agriculture,FAO urges farmers in Kwale County to attend the free training on climate-smart agriculture to cope with changing rainfall patterns.,FAO nigo egosaba abaremi aaria Kwale County gochia ase obotebia obwomwaka bwo gokonya ase oborimi bwo gokonya amagaka goikera oborimi bwa chitekinorochia ase okomanya goikera okonyora chimbura chitaragokwana.
AGR_02327,Agriculture,Pest Control Products Board reminds residents of Taita-Taveta County that soil conservation improves long-term farm productivity.,Eriogi ria okonyora oboibi bwebinyoro (Pest Control Products Board) nigo rikobasoka abanto bwa Taita-Taveta County buna okonyora amachiko ase ebitaka nigo gokonyora oboremi bwa kare na kare.
AGR_02328,Agriculture,COMESA reminds residents of Garissa County that organic farming improves long-term farm productivity.,COMESA nigo egokaiyia abamenyi be'kaunti ya Garissa buna oboremi bw'ebinto bi'kirengo nigo bogosaria obokori bw'e'shamba ase chingaki chintambe.
AGR_02329,Agriculture,COMESA promotes organic farming among farmers in Kiambu County as part of the December climate resilience drive.,COMESA egokorania oboremi bwo obwoyo bwetuka ase abaremi aiga Kiambu County buna ebitundu biokoraria oboremi bwa omotienyi 12 ase ogokonyora oboremi obuya ase chinchaki chio obwate oboremi.
AGR_02330,Agriculture,KEPHIS promotes terracing among farmers in Kakamega County as part of the November climate resilience drive.,KEPHIS negenderete gosegeta okobeka amaterasi ase abaremi bwa Kakamega County buna egechencho kia omotienyi 11 kia okomanya obwongoro bwomwaka §YEAR0§.
AGR_02331,Agriculture,COMESA reminds residents of Garissa County that soil conservation improves long-term farm productivity.,COMESA nigo egokwanireria abanto bose bwa Garissa County ng'a ogotang'a amabura nigo okong'ania oboremi bwa kare na kare.
AGR_02332,Agriculture,COMESA promotes agroforestry among farmers in Nakuru County as part of the January climate resilience drive.,COMESA nigo egokora omonyo ase oboremi bwo obokori bwe chinyasi ase abaremi ba Nakuru County buna ekerongo kio omoroberio bwo obokongu bwe chiremo ase omotienyi 1.
AGR_02333,Agriculture,KTDA reminds residents of Bungoma County that organic farming improves long-term farm productivity.,KTDA egokwaniria abanto be Bungoma County ng'a oboremi bwo obwanchari bwo korosia obwong'ani bwa amagondo ase amatuko abosio.
AGR_02334,Agriculture,Kenya Plant Health Inspectorate Service promotes soil conservation among farmers in Vihiga County as part of the March climate resilience drive.,Ekeombe keria ekenene getenerete amang'ana amabere yebimeri (KEPHIS) nigo korigia okonyora amakobeso yorikoro ase abaremi bwa Vihiga County buna ekerongo keria kire ase omoroberio bwogotebia oboremi ase obororo bwa omotienyi 3.
AGR_02335,Agriculture,FAO reminds residents of Bungoma County that soil conservation improves long-term farm productivity.,FAO egokumanya abanto be Bungoma County ng'a okonyora amacheke nigo gotuma omogondo ogokora amabere amange ase amatuko abosio.
AGR_02336,Agriculture,Notice: KTDA will train farmers in Narok County on agroforestry this November.,Ekeore: KTDA egosomia abanyamogondo ase Narok County igoro yoborimi bwe chinyamwaka ase omotienyi 11.
AGR_02337,Agriculture,Notice: AFA will train farmers in Baringo County on soil conservation this January.,Omonwa: AFA nigo egokwana ogoteba abaremi ase Baringo County igoro yobokonyi bwobotaka ase omotienyi 1.
AGR_02338,Agriculture,Notice: Ministry of Agriculture and Livestock Development will train farmers in Uasin Gishu County on water harvesting this August.,Eritang'ani: Omogambi bw'Oboremi na Ebitugo nigo ogochaka goigwa abaremi ase Uasin Gishu County igoro yogoteba amache ase omotienyi 8.
AGR_02339,Agriculture,FAO reminds residents of Busia County that terracing improves long-term farm productivity.,FAO eribokire abanto ba Busia County buna ogotera amaterasi nigo okonyora ogokura kwa ebitoke ase oboremi bwa kare na kare.
AGR_02340,Agriculture,NCPB urges farmers in Kiambu County to plant cover crops to reduce soil erosion to cope with changing rainfall patterns.,NCPB eragete abaremi ime ya Kiambu County gochanda chimboga chiokobaka amabura ase ogotebia ogotebia kw'egetaka nigo konyora obokonyi ase okorwania amachera amaya gokwa kw'emvura.
AGR_02341,Agriculture,Ministry of Agriculture and Livestock Development reminds residents of Nakuru County that soil conservation improves long-term farm productivity.,Obonchari bw'Oboremi na Oboreri bw'Ebitungo nigo bwoibokire abamenyi ba Nakuru County buna okoborenda amabura nigo konyora oboremi bwa kera na kera.
AGR_02342,Agriculture,KEPHIS promotes organic farming among farmers in Homa Bay County as part of the April climate resilience drive.,KEPHIS negenderete gotebia abaremi gokora oboremi bwo obwanchani ase ekaonti ya Homa Bay buna enchera eyemo yogoikera obomanyi bwa chindagera ase omotienyi 4.
AGR_02343,Agriculture,Notice: Kenya Dairy Board will train farmers in Kiambu County on organic farming this November.,Omonyo: Kenya Dairy Board nigo egokoruta oboteri ase abaremi ba Kiambu County igoro yoboremi bwobwoni (organic farming) ase omotienyi 11.
AGR_02344,Agriculture,Notice: Kenya Plant Health Inspectorate Service will train farmers in Migori County on water harvesting this January.,Eritangazo: Ekeombe gia Kenya Plant Health Inspectorate Service kigocha goigwa abanyamwaka ase Migori County igoro yogocha amache ase omotienyi 1.
AGR_02345,Agriculture,COMESA urges farmers in Taita-Taveta County to adopt water-harvesting structures on their farms to cope with changing rainfall patterns.,Ekeombe kia COMESA nigo korigiririe abaremi ba Taita-Taveta County gochia ase goaka ebitari biogokora amache ase oboremi bwabo erio banyare goikera obochoro bwa amache gose goikera obochoro bwa emvura etari gocha buna eragete.
AGR_02346,Agriculture,FAO urges farmers in Nyandarua County to adopt water-harvesting structures on their farms to cope with changing rainfall patterns.,Ekeombe gia FAO kirangerete abaremi ba Nyandarua County goika bagenderere gokora chinchera chiokobokora amache ase emianda yabo nigo barebe buna barwanye ogotachana kwenchera yechimvura.
AGR_02347,Agriculture,Notice: Ministry of Agriculture and Livestock Development will train farmers in Kirinyaga County on terracing this June.,Omonyo: Ministeri y'Oboremi na Oboreri bw'Ebitugo nigo egokora ogotebia abaremi ase Kirinyaga County igoro y'ogotera amaterasi ase omotienyi 6.
AGR_02348,Agriculture,KALRO urges farmers in Lamu County to attend the free training on climate-smart agriculture to cope with changing rainfall patterns.,KALRO eragete abaremi ase Lamu County gocha ase oboegeri bwo bwerere obwoboremi borengete ebimeri biria bikoremereria ogoonchoka kwerire korenda goikera obwate obwomwaka bwo gochera kwemvura.
AGR_02349,Agriculture,Notice: Kenya Plant Health Inspectorate Service will train farmers in Tana River County on conservation tillage this November.,Omonyo: Ekeombe gia Kenya Plant Health Inspectorate Service kigoika gocheria abaremi ba Tana River County igoro yoboremi bwokobeka amariogo ase omotienyi 11.
AGR_02350,Agriculture,KEPHIS promotes water harvesting among farmers in Kitui County as part of the November climate resilience drive.,KEPHIS nigo egokora omogano gwokorokia amache ase abaremi ba Kitui County buna ensemo yomwaka ogochire omotienyi 11 bwo ogokora nigo amache nigo arengete gochia ase oborwaria bwa chinchera.
AGR_02351,Agriculture,NCPB promotes agroforestry among farmers in Trans Nzoia County as part of the September climate resilience drive.,Ekeombe kia NCPB nikoremereria oboremi bwemiti ase abaremi ba Trans Nzoia County ase egeku kia omotienyi 9 kia gokonyora obokonyo bwokomanya amachiko amaya ase egechero.
AGR_02352,Agriculture,Kenya Dairy Board promotes terracing among farmers in Siaya County as part of the July climate resilience drive.,Ekeo gia Kenya Dairy Board nigo gikorengia okorima amaterasi ase abaremi ba Siaya kaunti ase ekerenga kia omotienyi 7 kia ogokora amagera ase oborwaria bw'ebire.
AGR_02353,Agriculture,KTDA promotes conservation tillage among farmers in Kilifi County as part of the October climate resilience drive.,KTDA nkogotera ogotigara amabura ase abanyamwaka ba Kilifi County buna ekerio kiogotera obomanyi bwa chinchera chiokogokia amasingira ase omotienyi 10.
AGR_02354,Agriculture,Kenya Plant Health Inspectorate Service reminds residents of Busia County that terracing improves long-term farm productivity.,Ekehumo kia Kenya kia okorigereria oborongo bwechimera (KEPHIS) nigo gikwibuchia abaturageti ba Busia ng'a okorua amaterasi nigo gokonyora obokongu bwechimera ase omogondo ase oborende obonene.
AGR_02355,Agriculture,Notice: Kenya Dairy Board will train farmers in Elgeyo-Marakwet County on water harvesting this September.,Eriogi: Kenya Dairy Board nigo egokwenda gotegeria abaremi aaria Elgeyo-Marakwet kaonti igoro y'okonyora amache chingaki chio omotienyi 9.
AGR_02356,Agriculture,Notice: Pest Control Products Board will train farmers in Laikipia County on water harvesting this October.,Ogotera: Ekeombe gia Pest Control Products Board nigo kigoigwate goigwa abanyamwaka aaria ekaonti ya Laikipia ase ogoteba amache ase omotienyi 10.
AGR_02357,Agriculture,NCPB promotes agroforestry among farmers in Elgeyo-Marakwet County as part of the December climate resilience drive.,Ekeombe kia NCPB nikoremereria oboremi bwemiti ase abaremi ba Elgeyo-Marakwet County ase egeku kia omotienyi 12 kia gokonyora obokonyo bwokomanya amachiko amaya ase egechero.
AGR_02358,Agriculture,Notice: Ministry of Agriculture and Livestock Development will train farmers in Lamu County on soil conservation this July.,Okoraria: Obotungwa bwe'oboremi na oboreri bw'ebitong'oni nigo bwegerie abaremi ba Lamu County igoro y'okonyora amabura ase ense omotienyi 7.
AGR_02359,Agriculture,AFA urges farmers in Murang'a County to attend the free training on climate-smart agriculture to cope with changing rainfall patterns.,AFA nigo egosaba abanyamwaka ase Murang'a County gochia ase obotebia bwa chigari bwe oborimi bwa ogwate amagega ase ogotanga chimbura chitaragoka buya.
AGR_02360,Agriculture,FAO reminds residents of Homa Bay County that organic farming improves long-term farm productivity.,FAO nigo egokora abanto ba Homa Bay County amachego buna oboremi bwechisara biokorwa na amanyasi nigo bwareta oboremi bwo obuya na obwomwaka omoyia.
AGR_02361,Agriculture,Notice: AFA will train farmers in Nakuru County on agroforestry this June.,Egechera: AFA egosomia abaremi bwa Nakuru County ase oboremi bwemiti na ebitoke omotienyi 6.
AGR_02362,Agriculture,NCPB reminds residents of Garissa County that agroforestry improves long-term farm productivity.,NCPB egokwanireria abanto ba Garissa County buna oboremi bwemiti nenchera eniya yokong'ania oboremi bwa kare na kare.
AGR_02363,Agriculture,KTDA urges farmers in Kilifi County to plant cover crops to reduce soil erosion to cope with changing rainfall patterns.,KTDA neisabire abaremi ase ekaonti ya Kilifi gochanda ebituma biokorora emegondo erio gokeani ogotemeka kwemegondo gose ogotemeka kwemegondo ase ogokonya goikera amang'ana amayia amachera.
AGR_02364,Agriculture,Kenya Dairy Board promotes conservation tillage among farmers in Bomet County as part of the June climate resilience drive.,Kenya Dairy Board nigo egosegeta oboremi bwokorinda amataka ase abaremi ba Bomet County buna ementa yomwaka bwa omotienyi 6 bwoogokonya abaremi goikera oboremi bwabo ase oboikera bwoogoonchoka kwerire.
AGR_02365,Agriculture,Notice: COMESA will train farmers in Isiolo County on soil conservation this April.,Eriango: COMESA erakwegeria abaremi ba Isiolo County igoro yoboremi bwo ogotanga amabura ase omotaka omotienyi 4.
AGR_02366,Agriculture,Agriculture and Food Authority (AFA) urges farmers in Taita-Taveta County to plant cover crops to reduce soil erosion to cope with changing rainfall patterns.,Ekeombe gia Agriculture and Food Authority (AFA) nigosaba abanyamwaka ba Taita-Taveta County gochanda chimboga chiegetarigwa ase chinyasi erio gotanga ogotigwa kw'echiura erio goikera obwate obochakani bw'emvura obo gochachaka.
AGR_02367,Agriculture,Notice: KALRO will train farmers in Bomet County on conservation tillage this June.,Ekeenyoro: KALRO erigie goigwera abaremi ase Bomet County igoro yoboremi bwo goikera ritaka ase omotienyi 6.
AGR_02368,Agriculture,Notice: FAO will train farmers in Machakos County on agroforestry this October.,Ekeombe kia FAO nigo kiratueke abarimu aaria Machakos County igoro yoboremi bwemichie na oboremi bwa miti (agroforestry) ase omotienyi 10.
AGR_02369,Agriculture,Ministry of Agriculture and Livestock Development reminds residents of Baringo County that water harvesting improves long-term farm productivity.,Ewizara ya Oborimi na Oboreri bwe Ebitugo nigo egokora abanto ba Baringo County goika amato ng'a okogwata amache nigo okong'ania oborimi bwa kare na kare.
AGR_02370,Agriculture,Notice: Pest Control Products Board will train farmers in Laikipia County on water harvesting this December.,Ogotera: Ekeombe gia Pest Control Products Board nigo kigoigwate goigwa abanyamwaka aaria ekaonti ya Laikipia ase ogoteba amache ase omotienyi 12.
AGR_02371,Agriculture,KEPHIS reminds residents of Nairobi County that water harvesting improves long-term farm productivity.,Ekeombe keria gietenerete oboremi bwa Kenya (KEPHIS) kigokomokia abanto bwa Nairobi County buna ogoteba amache nigo gokinia oboremi bwa kare na kare.
AGR_02372,Agriculture,Notice: FAO will train farmers in Nyeri County on organic farming this November.,Ekemanyererio: FAO eragera abanyamwaka ase Chikaunti ya Nyeri ase oborimi bwa kera ase omotienyi 11.
AGR_02373,Agriculture,Agriculture and Food Authority (AFA) reminds residents of Busia County that agroforestry improves long-term farm productivity.,Egetengo gia Oborimi na Enyamorao (AFA) nigo kigoibokia abanto ba Busia County ng'a okomera chinkoro chie ebimeri na chinyamocheka ase oborimi nigo konyora oborimi obuya na obwomwaka omoyia.
AGR_02374,Agriculture,Kenya Plant Health Inspectorate Service promotes organic farming among farmers in Mombasa County as part of the June climate resilience drive.,Ekeombe keria gekorosia chimbusuro chiogosimeka na gochibaga (KEPHIS) nigo korigia oboremi bwobwongo ase abaremi aiga Mombasa County buna enchera eyemo yogoikerania oborendi bwechiaro ase oboremi ase omwaka omotienyi 6.
AGR_02375,Agriculture,KEPHIS urges farmers in Lamu County to plant cover crops to reduce soil erosion to cope with changing rainfall patterns.,
AGR_02376,Agriculture,Pest Control Products Board promotes organic farming among farmers in Kakamega County as part of the September climate resilience drive.,Ekeombe giokorora chindagera chio oboremi (Pest Control Products Board) nikigochania oboremi bwo obotabwate chichembe chio obokurumi (organic farming) ase abaremi ba Kakamega County buna ekerongo kio omoroberio bwo ogotanga amange gokora ase omotienyi 9.
AGR_02377,Agriculture,Notice: KALRO will train farmers in Kitui County on water harvesting this May.,Omonyo: KALRO nigo egokwenda gochia goigwate abaremi ba Kitui County ase ogotacha amache ase omotienyi 5.
AGR_02378,Agriculture,Pest Control Products Board reminds residents of Kisii County that conservation tillage improves long-term farm productivity.,Ekeombe giokorwania chinyamuchira chiebirime (Pest Control Products Board) nigo kigoibokia abamenyi ba Kisii County buna ogotara oboremi bwo goikera ase obuya nigo kogokonya oboremi obwomwaka omoyia.
AGR_02379,Agriculture,Notice: FAO will train farmers in Embu County on agroforestry this December.,Ekeombe kia FAO nigo kiratueke abarimu aaria Embu County igoro yoboremi bwemichie na oboremi bwa miti (agroforestry) ase omotienyi 12.
AGR_02380,Agriculture,Agriculture and Food Authority (AFA) reminds residents of Kwale County that soil conservation improves long-term farm productivity.,Ekeombe kia Agriculture and Food Authority (AFA) nigo kikoremereria abamenyi ba Kwale County nga okorenda amabura nigo okonyora oborimi bwa kare na kare.
AGR_02381,Agriculture,FAO urges farmers in Trans Nzoia County to plant cover crops to reduce soil erosion to cope with changing rainfall patterns.,FAO yaboririe abanyamwaka ase Trans Nzoia County gochanda ebituma biokoboroka etaka erio gokonya gokanya ogoteng'ana kwetaka ase ogotebia amang'ana amaya yorura.
AGR_02382,Agriculture,NCPB urges farmers in Kwale County to adopt water-harvesting structures on their farms to cope with changing rainfall patterns.,Ekeombe gia NCPB kigocha abanyamogondo ase Kwale County koba nenchera chio gokorera amache ase emogondo yabo nigo bakorera obokoreri bwa gokonya amache gokora emeremo ase chise chio goita amache gose goita chimbura chitaragokora buna kera.
AGR_02383,Agriculture,Notice: KTDA will train farmers in Kwale County on conservation tillage this October.,Okoraria: KTDA egokora ogoteba abaremi aaria Kwale Kaonti igoro yoboremi bwo korenda amabura ase omotienyi 10.
AGR_02384,Agriculture,KTDA reminds residents of Meru County that terracing improves long-term farm productivity.,KTDA ekoribokia abamenyi ba Meru County buna okorua amaterasi nigo okongerera oboremi obuya bwa kare na kare.
AGR_02385,Agriculture,Pest Control Products Board urges farmers in Samburu County to adopt water-harvesting structures on their farms to cope with changing rainfall patterns.,Bodi yechikoreka chiobosarigwa bwe'chinyamunwa eragire abaremi ba Samburu County kotumika chinyomba chiokobokera amache ase chirema chiabo erio gokonyora oboremi ase ogotachana kwemvura.
AGR_02386,Agriculture,AFA promotes agroforestry among farmers in Samburu County as part of the July climate resilience drive.,Ekeombe kia AFA nikigenderete kobeta obotari bwechingiti ase abanyamwaka ase Samburu County buna ebitundu biogotebia obonyamwaka ase oborwaro bwechihe nchioro omotienyi 7.
AGR_02387,Agriculture,KALRO reminds residents of Mombasa County that water harvesting improves long-term farm productivity.,KALRO nigo ekobasoka abanto bwa Mombasa County buna ogoteba amache nigo okong'ania oboremi bwa kera na kera.
AGR_02388,Agriculture,NCPB reminds residents of Nyandarua County that organic farming improves long-term farm productivity.,NCPB negendererte goibokia abanto ba Nyandarua County buna oboremi bwo obwamate bwo gokoresia ebiturwa bito bwoongerera obwanchani bwomogondo ase oborende.
AGR_02389,Agriculture,KEPHIS urges farmers in Mandera County to plant cover crops to reduce soil erosion to cope with changing rainfall patterns.,
AGR_02390,Agriculture,Agriculture and Food Authority (AFA) urges farmers in Busia County to plant cover crops to reduce soil erosion to cope with changing rainfall patterns.,Ekeombe gia Agriculture and Food Authority (AFA) nigosaba abanyamwaka ba Busia County gochanda chimboga chiegetarigwa ase chinyasi erio gotanga ogotigwa kw'echiura erio goikera obwate obochakani bw'emvura obo gochachaka.
AGR_02391,Agriculture,KALRO promotes agroforestry among farmers in Embu County as part of the December climate resilience drive.,KALRO nigo egokora omonyo ase oborimi bwemiti (agroforestry) ase abanyaborimi ba Embu County buna ekerongo kio ogotanga amachiko amabi ase omwaka §YEAR0§ ase omwesi omotienyi 12.
AGR_02392,Agriculture,FAO reminds residents of Kitui County that agroforestry improves long-term farm productivity.,FAO egokomanyia abanto ba Kitui County ng'a ogotanda emete ase emegondo nigo gotingia oboremi bwa kare na kare.
AGR_02393,Agriculture,Notice: AFA will train farmers in Kwale County on agroforestry this February.,Egechera: AFA egosomia abaremi bwa Kwale County ase oboremi bwemiti na ebitoke omotienyi 2.
AGR_02394,Agriculture,AFA reminds residents of Lamu County that soil conservation improves long-term farm productivity.,AFA nigo ekobasibora abanto bwa Lamu County ng'a ogokonyora amabura nigo okonene buna oboremi obwogokura amabera amange.
AGR_02395,Agriculture,Notice: Agriculture and Food Authority (AFA) will train farmers in Trans Nzoia County on water harvesting this February.,Omonyo: Ekeombe gia Agriculture and Food Authority (AFA) nigo kiratue abanyamwaka ase Trans Nzoia County igoro yogocha amache ase omotienyi 2.
AGR_02396,Agriculture,Notice: Ministry of Agriculture and Livestock Development will train farmers in Busia County on soil conservation this March.,Okoraria: Obotungwa bwe'oboremi na oboreri bw'ebitong'oni nigo bwegerie abaremi ba Busia County igoro y'okonyora amabura ase ense omotienyi 3.
AGR_02397,Agriculture,Kenya Dairy Board urges farmers in Lamu County to adopt water-harvesting structures on their farms to cope with changing rainfall patterns.,Egeikaranso kiabakori bwechiara kia Kenya nigo kigocha abaremi ba Lamu County kobeka ebikong'o biogoteba amache ase emigondo yabo erio banyare goikara ase obwate bwechiara kire gokong'ana nomochando ogochera amakura.
AGR_02398,Agriculture,Kenya Dairy Board reminds residents of Elgeyo-Marakwet County that soil conservation improves long-term farm productivity.,Ekeombe keria ekenene getenerete amabere (Kenya Dairy Board) kigoibokia abamenyi ba Elgeyo-Marakwet County buna ogosareka amabura nigo konyora oboremi bwa kera na kera.
AGR_02399,Agriculture,Ministry of Agriculture and Livestock Development reminds residents of Wajir County that agroforestry improves long-term farm productivity.,Obonchari bwa Oboremi na Oboreri bwa Enyama nigo bogoibokia abamenyi ba Wajir County ng'a oboremi bwa chinyamachera nigo bogoongera obokoreri bwa oboremi ase obotambe obore gochia.
AGR_02400,Agriculture,Kenya Plant Health Inspectorate Service urges farmers in Mandera County to attend the free training on climate-smart agriculture to cope with changing rainfall patterns.,Ekeombe kia Kenya Plant Health Inspectorate Service korigia abaremi ba Mandera County goika bagende ase ogotigwa oboremi bwa kera na kera bwo ogotebigwa nigo gokonyia goikera chimbura chire gochachauka.
AGR_02401,Agriculture,AFA invites farmers in Vihiga County to a free training on record keeping for farmers this June.,AFA eragete abaremi ba Vihiga County ase ogotenywa okonyora amagenderero ase okorika amakande abaremi omotienyi 6.
AGR_02402,Agriculture,AFA reminds farmers in Siaya County of the ongoing greenhouse farming training programme.,
AGR_02403,Agriculture,COMESA advises farmers in Meru County to attend with a valid national ID to attend the upcoming agricultural training.,COMESA nigo egosaba abaremi ase Meru County goika na karati yabo yobwamate bwa Kenya erio konyara goika ase amasomo aboremi arerete.
AGR_02404,Agriculture,Pest Control Products Board reminds farmers in Makueni County of the ongoing greenhouse farming training programme.,Ekegusi kia okonyora ebitongwa (Pest Control Products Board) nkogokwaniria abaremi ba Makueni County igoro yomogambi ogokorwa ogokwegia okorima ase chigrinhausi.
AGR_02405,Agriculture,Ministry of Agriculture and Livestock Development invites farmers in Embu County to a free training on greenhouse farming this September.,Ewizara yoboremi na oboreri bwemete eragete abaremi ba Embu County ase ogotenywa kwa bwerere ase oboremi bwemete yegreenhouse ase omotienyi 9.
AGR_02406,Agriculture,KEPHIS invites farmers in Kiambu County to a free training on modern irrigation techniques this June.,KEPHIS egokwata abaremi ase ekaunti ya Kiambu ase ogotigwa okwegerera obwongo oboyia bwokosiarera amache mogondo ase omotienyi 6.
AGR_02407,Agriculture,Agriculture and Food Authority (AFA) advises farmers in Nyeri County to bring their farmer registration number to attend the upcoming agricultural training.,Erioti ya Oboremi na Erio (AFA) ere gobarigania abaremi ba Nyeri County gochia na enamba yabo y'okoremererwa ase oboremi nigo bare gochia ase amasomo y'oboremi ayio are gochoka.
AGR_02408,Agriculture,Kenya Plant Health Inspectorate Service reminds farmers in Marsabit County of the ongoing pest and disease management training programme.,Ekeombe keria getenerete oborwa bwechimera (KEPHIS) nigo kigoibokia abaremi ba Marsabit County igoro yomwaka ogokorwa ogokwigwa amang'ana amayia igoro yokorinda echimera korwa ase chindui na oborwa.
AGR_02409,Agriculture,AFA advises farmers in Mombasa County to bring their farmer registration number to attend the upcoming agricultural training.,AFA eragire abaremi aaria Mombasa County gochia na nomboro yabo y'okwerika ase oboremi erio gokwenera gokora ase amasomo amaya agokwiza.
AGR_02410,Agriculture,NCPB advises farmers in Lamu County to bring their farmer registration number to attend the upcoming agricultural training.,NCPB nigo egokana abaremi ba Lamu County gochia na enamba yabo yoboremi nigo bagende ase obotegere bwa oboremi obo bwoigwete.
AGR_02411,Agriculture,Notice: Pest Control Products Board will conduct a record keeping for farmers workshop for farmers in Nairobi County this December.,Ekeombe keria ekenene kiobosayansi bwa chindui (Pest Control Products Board) nikigokora omoroberio bwogoteba abaremi igoro yegokora amakande ase abaremi ba Nairobi County omwaka bwa omotienyi 12.
AGR_02412,Agriculture,Kenya Dairy Board invites farmers in Migori County to a free training on greenhouse farming this August.,Kenya Dairy Board eretire abanyamwaka ase Migori County ase ogotigwa obwomwaka obwogotebigwa ase oborimi bwa greenhouse ase omotienyi 8.
AGR_02413,Agriculture,KEPHIS advises farmers in Turkana County to register for the free training session to attend the upcoming agricultural training.,KEPHIS nigo egokumia abaremi ba Turkana County korigisita ase obotumi bwo gocherwa obwomwene ase oboremi bwo gocherwa obo bwo gocha.
AGR_02414,Agriculture,Notice: KTDA will conduct a pest and disease management workshop for farmers in Vihiga County this August.,Ekeenyoro: KTDA egokora omotang'o bwokorigereria ebisoro na oborwa bwoboremi ase abaremi bwa Vihiga County ase omotienyi 8.
AGR_02415,Agriculture,AFA reminds farmers in Murang'a County of the ongoing modern irrigation techniques training programme.,AFA eribokirie abanyamwaka ase ekaunti ya Murang'a igoro yomoganda ogokorwa ogokwengereria obwanchani oboyia bwokomwaga amache.
AGR_02416,Agriculture,KTDA advises farmers in Mombasa County to register for the free training session to attend the upcoming agricultural training.,"KTDA eragire abanyamwaka ase Mombasa County gosegeria ase oboremi obwomwene bwo ogokwegeria, nigo bakwenda gochia ase oboremi obo bwo ogokwegeria obo bwo gochira."
AGR_02417,Agriculture,Notice: Agriculture and Food Authority (AFA) will conduct a fertiliser application workshop for farmers in Machakos County this August.,Egechera: Ekeongoro gia Agriculture and Food Authority (AFA) nigo gekoora amasomo okwera ebitoki ase abaremi ba Machakos County ase omotienyi 8.
