PSA_ID,Domain,Sub_Category,English,Kiswahili,Target_Language,Source,Date,Metadata
HEALTH_113,Health,,"Kenya signs six Global Fund grants amounting to Sh59.7 billion to support HIV, TB and malaria interventions; funding to strengthen health and community systems over three years.","Kenya yasaini ruzuku sita za Mfuko wa Kimataifa zenye thamani ya Sh59.7 bilioni kusaidia uingiliaji kati wa VVU, Kifua Kikuu na malaria; ufadhili wa kuimarisha mifumo ya afya na jamii kwa miaka mitatu.",,https://www.theglobalfund.org/en/updates/2024/2024-06-28-kenya-global-fund-new-grants-progress-against-aids-tb-malaria/,,original_id=1383; class=extracted_from_class_dataset
HEALTH_114,Health,,World Malaria Day: Kenya Joins the World in Commemorating Malaria Day.,Siku ya Malaria Duniani: Kenya Yaungana na Dunia Kuadhimisha Siku ya Malaria.,,https://www.instagram.com/reel/DXixP7ijNjv/,,original_id=1385; class=extracted_from_class_dataset
HEALTH_115,Health,,There is a silver lining in the fight against malaria after Kenya was listed alongside 12 other African countries set to receive 18 million doses of the first-ever malaria vaccine in the next two years,Kuna mwelekeo mzuri katika vita dhidi ya malaria baada ya Kenya kuorodheshwa pamoja na nchi zingine 12 za Afrika zinazotarajiwa kupokea dozi milioni 18 za chanjo ya kwanza kabisa ya malaria katika miaka miwili ijayo.,,https://www.facebook.com/PATHglobalhealth/posts/elian-nearly-died-of-malaria-as-a-baby-months-later-he-became-the-first-child-in/1306657128171693/,,original_id=1386; class=extracted_from_class_dataset
HEALTH_116,Health,,"Counties in the northern part of Kenya are recording a high prevalence of malaria, a trend that is worrying scientists, especially with the invasion of a new species of mosquito in the country.","Kaunti katika sehemu ya kaskazini mwa Kenya zinarekodi kiwango kikubwa cha malaria, hali ambayo inawatia wasiwasi wanasayansi, hasa kutokana na uvamizi wa aina mpya ya mbu nchini.",,https://www.severemalaria.org/countries/kenya,,original_id=1387; class=extracted_from_class_dataset
HEALTH_117,Health,,The Ministry of Health is planning to conduct a massive malaria vaccination drive after the WHO warned of a surge in mosquito-borne diseases due to global warming,Wizara ya Afya inapanga kufanya kampeni kubwa ya chanjo ya malaria baada ya WHO kuonya kuhusu ongezeko la magonjwa yanayoenezwa na mbu kutokana na ongezeko la joto duniani.,,https://www.facebook.com/PATHglobalhealth/posts/elian-nearly-died-of-malaria-as-a-baby-months-later-he-became-the-first-child-in/1306657128171693/,,original_id=1388; class=extracted_from_class_dataset
HEALTH_118,Health,,Fight against malaria faces fresh threat from new deadly mosquito species,Mapambano dhidi ya malaria yanakabiliwa na tishio jipya kutoka kwa aina mpya za mbu hatari,,https://abcnews.com/International/new-mosquito-raises-fear-year-round-malaria-kenya/story?id=97414845,,original_id=1389; class=extracted_from_class_dataset
HEALTH_119,Health,,The Kenya Medical Research Institute (Kemri) has dispatched a team of experts to Marsabit to collect samples for tests after nine people died.,Taasisi ya Utafiti wa Kimatibabu ya Kenya (Kemri) imetuma timu ya wataalamu kwenda Marsabit kukusanya sampuli kwa ajili ya vipimo baada ya watu tisa kufariki.,,https://www.kemri.go.ke/latest-press-release/,,original_id=1390; class=extracted_from_class_dataset
HEALTH_120,Health,,"Kenya receives 10,700 doses of Mpox vaccine to curb disease spread, Health Ministry says; 67 cases confirmed since July 2024.","Wizara ya Afya inasema Kenya yapokea dozi 10,700 za chanjo ya Mpox ili kupunguza kuenea kwa ugonjwa huo; visa 67 vimethibitishwa tangu Julai 2024.",,https://www.facebook.com/africacdc/posts/-new-kenya-just-received-10700-doses-of-the-mpox-vaccine-thanks-to-a-strong-part/1067894302035610/,,original_id=1391; class=extracted_from_class_dataset
HEALTH_121,Health,,"Kenya confirms surge in Mpox cases, tally now at 137 with Busia, Mombasa and Nakuru counties leading with highest number of infections.","Kenya yathibitisha kuongezeka kwa visa vya Mpox, ambapo sasa vimefikia 137 huku kaunti za Busia, Mombasa na Nakuru zikiongoza kwa kuwa na idadi kubwa zaidi ya maambukizi.",,https://www.facebook.com/GAVI/posts/when-mpox-cases-began-appearing-along-kenyas-northern-transport-corridor-truck-d/1395673125922361/,,original_id=1392; class=extracted_from_class_dataset
HEALTH_122,Health,,"36 cases of Mpox reported so far in Kenya, two persons admitted and one patient receiving home-based care.","Visa 36 vya Mpox vimeripotiwa hadi sasa nchini Kenya, watu wawili waliolazwa na mgonjwa mmoja anayepatiwa huduma ya nyumbani.",,https://www.facebook.com/GAVI/posts/when-mpox-cases-began-appearing-along-kenyas-northern-transport-corridor-truck-d/1395673125922361/,,original_id=1393; class=extracted_from_class_dataset
HEALTH_123,Health,,Kenya confirms three new Mpox cases in Busia; Health Ministry warns of a high risk of importing Marburg and Ebola viruses from neighboring Tanzania and Sudan.,Kenya yathibitisha visa vitatu vipya vya Mpox huko Busia; Wizara ya Afya yaonya kuhusu hatari kubwa ya kuagiza virusi vya Marburg na Ebola kutoka nchi jirani za Tanzania na Sudan.,,https://www.cdc.gov/mmwr/volumes/74/wr/mm7422a2.htm,,original_id=1394; class=extracted_from_class_dataset
HEALTH_124,Health,,"WHO extends Mpox alert, says virus remains public health emergency of international concern, 37,000 cases recorded with 125 deaths since 2024.","WHO yaongeza tahadhari ya Mpox, yasema virusi hivyo vinasalia kuwa dharura ya afya ya umma inayotia wasiwasi kimataifa, visa 37,000 vimerekodiwa na vifo 125 tangu 2024.",,https://www.who.int/news/item/14-08-2024-who-director-general-declares-mpox-outbreak-a-public-health-emergency-of-international-concern,,original_id=1395; class=extracted_from_class_dataset
HEALTH_125,Health,,"The Ministry of Health has confirmed three new Mpox cases in Busia County, bringing the total number to 42 since the outbreak in July 2024.","Wizara ya Afya imethibitisha visa vitatu vipya vya Mpox katika Kaunti ya Busia, na kufikisha jumla ya visa 42 tangu mlipuko wa virusi hivyo Julai 2024.",,https://www.facebook.com/GAVI/posts/when-mpox-cases-began-appearing-along-kenyas-northern-transport-corridor-truck-d/1395673125922361/,,original_id=1396; class=extracted_from_class_dataset
HEALTH_126,Health,,"The Ministry of Health has confirmed two new Mpox cases, bringing the total number of infections to 33 since the outbreak began.","Wizara ya Afya imethibitisha visa viwili vipya vya Mpox, na kufanya jumla ya maambukizi kufikia 33 tangu mlipuko huo uanze.",,https://www.facebook.com/GAVI/posts/when-mpox-cases-began-appearing-along-kenyas-northern-transport-corridor-truck-d/1395673125922361/,,original_id=1397; class=extracted_from_class_dataset
HEALTH_127,Health,,"Every day, we are vulnerable to a new outbreak, disease, pandemic or virus. Recent ones include the Marburg virus, Mpox, Ebola, Zika and the nightmarish experience we faced during the Covid-19 pandemic.","Kila siku, tuko katika hatari ya kupata mlipuko mpya, ugonjwa, janga au virusi. Vipya ni pamoja na virusi vya Marburg, Mpox, Ebola, Zika na tukio baya tulilokabiliana nalo wakati wa janga la Covid-19.",,https://www.cdc.gov/global-health/countries/kenya.html,,original_id=1398; class=extracted_from_class_dataset
HEALTH_128,Health,,"Five new Mpox cases confirmed in 12 counties, including Nakuru and Mombasa, raising the total to 28; Health CS Deborah Barasa reports one death and eight under care.","Visa vitano vipya vya Mpox vimethibitishwa katika kaunti 12, ikiwa ni pamoja na Nakuru na Mombasa, na kufanya jumla ya visa kufikia 28; Waziri wa Afya Deborah Barasa anaripoti kifo kimoja na wanane wakiwa chini ya uangalizi.",,https://www.facebook.com/GAVI/posts/when-mpox-cases-began-appearing-along-kenyas-northern-transport-corridor-truck-d/1395673125922361/,,original_id=1399; class=extracted_from_class_dataset
HEALTH_129,Health,,"Kenya confirms two new Mpox cases in Kericho and Taita Taveta counties, raising total to 33; Health Ministry urges schools to enhance safety measures to curb spread.","Kenya yathibitisha visa viwili vipya vya Mpox katika kaunti za Kericho na Taita Taveta, na kuongeza jumla ya visa hivyo kufikia 33; Wizara ya Afya yahimiza shule kuimarisha hatua za usalama ili kupunguza kuenea kwa virusi hivyo.",,https://www.facebook.com/CitizenTVKe/posts/two-mpox-cases-confirmed-in-kericho-and-taita-taveta-counties-bringing-the-tally/1192352168916789/,,original_id=1400; class=extracted_from_class_dataset
HEALTH_130,Health,,"Kenya's Ministry of Health has urged citizens to strictly adhere to mpox preventive measures as the number of cases continues to rise, with children being particularly vulnerable.","Wizara ya Afya ya Kenya imewasihi raia kuzingatia kwa makini hatua za kinga za mpox huku idadi ya visa ikiendelea kuongezeka, huku watoto wakiwa katika hatari zaidi.",,http://www.china.org.cn/world/Off_the_Wire/2024-12/01/content_117579668.htm,,original_id=1401; class=extracted_from_class_dataset
HEALTH_131,Health,,"A healthy mind drives workplace success. Prioritizing mental health boosts morale, reduces stress, and improves productivity","Akili yenye afya huchochea mafanikio mahali pa kazi. Kuweka kipaumbele katika afya ya akili huongeza ari, hupunguza msongo wa mawazo, na huboresha tija",,https://www.facebook.com/MOPHQatar/posts/mental-health-is-a-cornerstone-for-ensuring-both-staff-and-patient-safety-csrt53/3553193584700249/,,original_id=1403; class=extracted_from_class_dataset
HEALTH_132,Health,,"Taking care of your mental health is as important as your physical health. A healthy mind leads to a happier, healthier life.",Kutunza afya yako ya akili ni muhimu kama vile afya yako ya kimwili. Akili yenye afya inaongoza kwenye maisha yenye furaha na afya njema.,,https://www.instagram.com/p/DX4vkmRjavw/,,original_id=1404; class=extracted_from_class_dataset
HEALTH_133,Health,,"What do you do to prioritize mental health?
Talking about it is a great first step.","Unafanya nini ili kuweka kipaumbele afya ya akili?
Kuzungumzia kuhusu hilo ni hatua nzuri ya kwanza.",,https://www.instagram.com/p/DYthp2kN2Dt/,,original_id=1405; class=extracted_from_class_dataset
HEALTH_134,Health,,"Ministry of health has confirmed the first coronavirus case in Kenya. The Kenyan citizen returning from the US to Nairobi via London on 5th March. She was confirmed positive by the national influenza lab. However, the patient is stable","Wizara ya afya imethibitisha kisa cha kwanza cha virusi vya corona nchini Kenya. Raia huyo wa Kenya anarudi kutoka Marekani hadi Nairobi kupitia London mnamo Machi 5. Alithibitishwa kuwa na virusi hivyo na maabara ya kitaifa ya mafua. Hata hivyo, mgonjwa huyo yuko imara.",,https://www.facebook.com/UBCUganda/posts/breaking-kenyas-ministry-of-health-confirms-the-first-case-of-covid_19-the-case-/1208683312658376/,,original_id=1406; class=extracted_from_class_dataset
HEALTH_135,Health,,Gov't calls for wearing of masks as country battles 6th Covid-19 wave,Serikali yatoa wito wa kuvaa barakoa huku nchi ikipambana na wimbi la 6 la Covid-19,,https://www.facebook.com/CitizenTVKe/posts/govt-calls-for-wearing-of-masks-as-country-battles-6th-covid-19-wave-health-cs-k/10166896787225405/,,original_id=1407; class=extracted_from_class_dataset
HEALTH_136,Health,,"All public gatherings meetings, games, events, church crusades have been suspended. Churches can have services as long as they have sanitizer. Schools to remain open but inter school games are cancelled","Mikutano yote ya hadhara, michezo, matukio, mikutano ya kanisa imesimamishwa. Makanisa yanaweza kuwa na ibada mradi tu yana vitakasa mikono. Shule zitaendelea kufunguliwa lakini michezo kati ya shule imefutwa",,https://www.facebook.com/PrinceAbeikuYorke/posts/official-kenya-suspends-all-public-gatherings-games-events-and-church-crusades-i/878113005988253/,,original_id=1408; class=extracted_from_class_dataset
HEALTH_137,Health,,Mandatory wearing of masks in public and open spaces is now lifted,Uvaaji wa lazima wa barakoa katika maeneo ya umma na wazi sasa umeondolewa,,https://www.facebook.com/cgtnafrica/posts/kenya-lifted-the-mandatory-requirement-of-wearing-facemasks-in-open-public-space/331821062317618/,,original_id=1409; class=extracted_from_class_dataset
HEALTH_138,Health,,"Your health is our priority! No one should face TB alone. Get tested early and access FREE treatment at your nearest public health facility.
Together, we can end TB in Kenya!","Afya yako ndiyo kipaumbele chetu! Hakuna mtu anayepaswa kukabiliana na TB peke yake. Pima mapema na upate matibabu BURE katika kituo cha afya cha umma kilicho karibu nawe.
Kwa pamoja, tunaweza kukomesha TB nchini Kenya!",,https://www.facebook.com/chskenya/posts/dont-wait-early-tb-detection-can-save-your-life-get-testedand-treated-for-free-a/1133933472106430/,,original_id=1410; class=extracted_from_class_dataset
HEALTH_139,Health,,"By recognizing the humanity of individuals with mental illnesses, we can cultivate a more compassionate and understanding society.
If you or someone you know needs psychosocial support, please don't hesitate to reach out to us at our toll-free number, 1199","Kwa kutambua ubinadamu wa watu wenye magonjwa ya akili, tunaweza kukuza jamii yenye huruma na uelewa zaidi.

Ikiwa wewe au mtu unayemjua anahitaji usaidizi wa kisaikolojia, tafadhali usisite kuwasiliana nasi kwa nambari yetu ya simu isiyolipishwa, 1199.",,https://www.facebook.com/KenyattaNationalHospital/posts/international-leadership-university-ilu-in-collaboration-with-kenyatta-national-/1349144717242547/,,original_id=1411; class=extracted_from_class_dataset
HEALTH_140,Health,,"Educate yourself on mental health issues, so that you can be an ambassador of change, speaking against mental health stigma. Stigma & discrimination are major barriers to accessing mental health services. Choose to live an empowered life, fight the stigma.","Jielimishe kuhusu masuala ya afya ya akili, ili uweze kuwa balozi wa mabadiliko, ukipinga unyanyapaa wa afya ya akili. Unyanyapaa na ubaguzi ni vikwazo vikubwa vya kupata huduma za afya ya akili. Chagua kuishi maisha yenye uwezo, pambana na unyanyapaa.",,https://www.instagram.com/p/DXWaUjpjZG7/?hl=en,,original_id=1412; class=extracted_from_class_dataset
HEALTH_141,Health,,"Take a journal and note down how your days are and how you're feeling.

Examine your thoughts written over time and soon they become clearer and hidden thoughts and feelings come to the surface to bring a more complete light to the situation.","Chukua shajara na uandike jinsi siku zako zilivyo na jinsi unavyohisi.

Chunguza mawazo yako yaliyoandikwa baada ya muda na hivi karibuni yanakuwa wazi zaidi na mawazo na hisia zilizofichwa huja juu ili kuleta mwanga kamili zaidi kwa hali hiyo.",,https://www.facebook.com/DrLaurieSantos/posts/james-pennebaker-asked-college-students-to-write-about-their-deepest-emotional-e/1283847197254949/,,original_id=1413; class=extracted_from_class_dataset
HEALTH_142,Health,,There is no health without mental health,Hakuna afya bila afya ya akili,,https://x.com/MOH_Kenya/status/1976204935936225495,,original_id=1415; class=extracted_from_class_dataset
HEALTH_143,Health,,"Take a deep breath and relax. Listen to your body. If youre really tired, give yourself time to sleep. Without good sleep, our mental health suffers and our concentration goes downhill. Sometimes the world can wait.","Vuta pumzi ndefu na upumzike. Sikiliza mwili wako. Ikiwa umechoka sana, jipe ​​muda wa kulala. Bila usingizi mzuri, afya yetu ya akili huharibika na umakini wetu hupungua. Wakati mwingine ulimwengu unaweza kusubiri.",,https://www.instagram.com/p/DaxvC3BtH5_/,,original_id=1416; class=extracted_from_class_dataset
HEALTH_144,Health,,Responding to mental health issues for people with disabilities is critical.Do you know someone who would need someone to talk to?SMS support to 20767 to get access to a counsellor.,"Kushughulikia masuala ya afya ya akili kwa watu wenye ulemavu ni muhimu. Je, unamjua mtu ambaye atahitaji mtu wa kuzungumza naye? Tuma ujumbe mfupi wa usaidizi kwa 20767 ili kupata mshauri nasaha.",,https://www.facebook.com/TINADAYOUTHORG/posts/mental-health-care-shouldnt-depend-on-where-you-livewhen-majority-of-services-ar/1443832267784957/,,original_id=1417; class=extracted_from_class_dataset
HEALTH_145,Health,,Healthy minds create healthy workplaces. Lets foster environments that prioritize mental health and support employees well-being,Akili zenye afya huunda sehemu za kazi zenye afya. Tukuze mazingira yanayopa kipaumbele afya ya akili na kusaidia ustawi wa wafanyakazi.,,https://www.afro.who.int/news/mental-health-promote-better-workplace-and-well-being-1,,original_id=1418; class=extracted_from_class_dataset
HEALTH_146,Health,,"Mental Health Check-Up Time!Mental Health Check-Up Time!
Your mental health is just as important as your physical health. Take a moment to check in with yourself today.
1. How are you feeling emotionally?
2. Are you getting enough rest?
3. Are you eating well?
4. Have you been active lately?
5. Do you need to talk to someone?
Remember, it's okay to seek help if you need it. Your mental well-being matters!","Wakati wa Kuchunguza Afya ya Akili! Wakati wa Kuchunguza Afya ya Akili!

Afya yako ya akili ni muhimu kama vile afya yako ya kimwili. Chukua muda kujichunguza leo.

1. Unajisikiaje kihisia?
2. Je, unapata mapumziko ya kutosha?
3. Je, unakula vizuri?
4. Je, umekuwa ukifanya mazoezi hivi karibuni?
5. Je, unahitaji kuzungumza na mtu?
Kumbuka, ni sawa kutafuta msaada ikiwa unahitaji. Ustawi wako wa akili ni muhimu!",,https://www.facebook.com/mohguyana/posts/health-tip-mental-health-check-inmental-health-often-changes-over-time-you-can-h/1239698918298176/,,original_id=1419; class=extracted_from_class_dataset
HEALTH_147,Health,,"Safe walking and cycling contributes to healthier lives preventing Non- Communicable diseases such Cancer, diabetes and hypertension and improves ones mental health","Kutembea salama na kuendesha baiskeli huchangia maisha yenye afya njema kuzuia magonjwa yasiyoambukiza kama vile Saratani, kisukari na shinikizo la damu na kuboresha afya ya akili ya mtu.",,https://www.facebook.com/MinstryofHealthKE/posts/a-walk-towards-a-healthier-kenyafor-many-kenyans-daily-life-has-become-increasin/1401137032041240/,,original_id=1421; class=extracted_from_class_dataset
HEALTH_148,Health,,"Alcohol addiction is a severe issue affecting many Kenyans, and the prevalence of illicit brews in the Mt. Kenya region exacerbates this problem. Local health facilities need to be well-equipped to handle mental health issues, which can drive people into alcohol addiction","Uraibu wa pombe ni tatizo kubwa linalowaathiri Wakenya wengi, na kuenea kwa pombe haramu katika eneo la Mlima Kenya kunazidisha tatizo hili. Vituo vya afya vya eneo hilo vinahitaji kuwa na vifaa vya kutosha kushughulikia masuala ya afya ya akili, ambayo yanaweza kuwasukuma watu katika uraibu wa pombe.",,https://www.facebook.com/KenyaSchoolofGovernment/posts/new-program-alertaround-57-of-kenyans-more-than-half-have-used-alcohol-or-anothe/1228517552800270/,,original_id=1422; class=extracted_from_class_dataset
HEALTH_149,Health,,"Women face unique challenges in addiction treatment such as trauma, mental health, stigma & caregiving roles. Gender responsive care are is not optional, it is essential","Wanawake wanakabiliwa na changamoto za kipekee katika matibabu ya uraibu kama vile majeraha, afya ya akili, unyanyapaa na majukumu ya ulezi. Huduma inayozingatia jinsia si ya hiari, ni muhimu",,https://pmc.ncbi.nlm.nih.gov/articles/PMC11250514/,,original_id=1423; class=extracted_from_class_dataset
HEALTH_150,Health,,Schools can be safe havens for mental health education,Shule zinaweza kuwa mahali salama pa elimu ya afya ya akili,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7449150/,,original_id=1424; class=extracted_from_class_dataset
HEALTH_151,Health,,Set boundaries and fuel your mind with positive vibes,Weka mipaka na uiongezee akili yako hisia chanya,,https://www.facebook.com/MinstryofHealthKE/posts/make-time-for-your-mental-wellbeing-rest-connect-and-talk-seeking-support-when-y/1426983216123288/,,original_id=1425; class=extracted_from_class_dataset
HEALTH_152,Health,,"This Mens Mental Health Awareness Month, lets break the silence. Society often tells men to ""be strong,"" but real strength lies in acknowledging your struggles and reaching out.

1. Speaking up isnt weaknessits courage.
2. Your feelings are valid.
3.You dont have to face it alone.

Whether its stress, anxiety, depression, or just feeling overwhelmed your mental health matters. Talk to a friend, a counselor, or a support group. Asking for help is a sign of strength, not failure.
 You are human. You deserve support. You are not alone.","Mwezi huu wa Uhamasishaji wa Afya ya Akili ya Wanaume, hebu tuvunje ukimya. Mara nyingi jamii huwaambia wanaume ""kuwa imara,"" lakini nguvu halisi iko katika kutambua mapambano yako na kufikia lengo.

1. Kuzungumza si udhaifu - ni ujasiri.

2. Hisia zako ni halali.

3. Huna haja ya kukabiliana nayo peke yako.

Iwe ni msongo wa mawazo, wasiwasi, mfadhaiko, au kuhisi tu kuzidiwa - afya yako ya akili ni muhimu. Zungumza na rafiki, mshauri, au kikundi cha usaidizi. Kuomba msaada ni ishara ya nguvu, si kushindwa.

Wewe ni binadamu. Unastahili usaidizi. Hauko peke yako.",,https://www.facebook.com/MinstryofHealthKE/posts/june-is-mens-mental-health-awareness-montha-simple-conversation-can-make-a-diffe/1405273831627560/,,original_id=1426; class=extracted_from_class_dataset
HEALTH_153,Health,,"Did you know? Your sleep quality directly affects your mental health!

1.Aim for 7-9 hours of restful sleep each night.
2. Avoid stimulants like caffeine or drugs before bed they disrupt your Zzzs!
Prioritize your rest, recharge your mind, and wake up refreshed!","Ulijua? Ubora wa usingizi wako huathiri moja kwa moja afya yako ya akili!

1. Lenga kulala kwa saa 7-9 kila usiku.

2. Epuka vichocheo kama vile kafeini au dawa za kulevya kabla ya kulala - vinavyovuruga hisia zako za Zzz!
Zipe kipaumbele pumziko lako, chaji akili yako, na uamke ukiwa umeburudika!",,https://pmc.ncbi.nlm.nih.gov/articles/PMC8651630/,,original_id=1427; class=extracted_from_class_dataset
HEALTH_154,Health,,"Sports and exercise offer a multifaceted approach to preventing substance use during school breaks. They provide structure, boost mental health, foster social connections and help students build healthy habits that protect against risky behaviors","Michezo na mazoezi hutoa mbinu mbalimbali za kuzuia matumizi ya dawa za kulevya wakati wa mapumziko ya shule. Hutoa muundo, huimarisha afya ya akili, hukuza miunganisho ya kijamii na huwasaidia wanafunzi kujenga tabia zenye afya zinazowalinda dhidi ya tabia hatarishi.",,https://www.facebook.com/KenyaSchoolofGovernment/posts/new-program-alertaround-57-of-kenyans-more-than-half-have-used-alcohol-or-anothe/1228517552800270/,,original_id=1429; class=extracted_from_class_dataset
HEALTH_155,Health,,"Just like your annual doctors visit, your mind deserves a check-up too","Kama vile ziara yako ya kila mwaka ya daktari, akili yako pia inastahili kuchunguzwa",,https://www.instagram.com/reel/DX93PgJtn4Z/?hl=en,,original_id=1430; class=extracted_from_class_dataset
HEALTH_156,Health,,"Feeling low?  Reaching for alcohol wont lift you up  its a depressant that can make things worse.

Choose real healing: talk to a counselor, join a support group, or reach out for help.","Kuhisi umekata tamaa? Kunywa pombe hakutakuinua - ni dawa ya kufadhaisha ambayo inaweza kufanya mambo kuwa mabaya zaidi.

Chagua uponyaji halisi: zungumza na mshauri, jiunge na kikundi cha usaidizi, au wasiliana nasi kwa msaada.",,https://www.niaaa.nih.gov/publications/brochures-and-fact-sheets/treatment-alcohol-problems-finding-and-getting-help,,original_id=1431; class=extracted_from_class_dataset
HEALTH_157,Health,,"Fuel your body, feed your mind!
What you eat, how you move, and what you avoid directly shapes your mental health.

Choose clean eating, stay active, and say NO to harmful substances.

Your future self will thank you!","Tia nguvu mwili wako, lisha akili yako!

Kile unachokula, jinsi unavyotembea, na kile unachoepuka huunda moja kwa moja afya yako ya akili.

Chagua kula safi, endelea kufanya mazoezi, na useme HAPANA kwa vitu vyenye madhara.

Utu wako wa baadaye utakushukuru!",,https://www.facebook.com/MinstryofHealthKE/posts/protecting-your-health-starts-with-the-choices-you-make-every-day-eat-nutritious/1427960349358908/,,original_id=1432; class=extracted_from_class_dataset
HEALTH_158,Health,,"Stressed about money? Dont gamble with your mental health!
When finances feel overwhelming, its tempting to chase ""quick fixes"" like gambling or substance usebut these only make things worse. Instead, take control by seeking free financial counseling and building healthy money habits.
Your mental health matters. Choose smart solutions over short-term risks.","Una msongo wa mawazo kuhusu pesa? Usicheze kamari na afya yako ya akili!
Wakati fedha zinapozidi, inakuvutia kutafuta ""suluhisho la haraka"" kama vile kamari au matumizi ya dawa za kulevya - lakini hizi hufanya mambo kuwa mabaya zaidi. Badala yake, chukua udhibiti kwa kutafuta ushauri wa kifedha bila malipo na kujenga tabia nzuri za pesa.
Afya yako ya akili ni muhimu. Chagua suluhisho bora badala ya hatari za muda mfupi.",,https://www.nhs.uk/every-mind-matters/lifes-challenges/money-worries-mental-health/,,original_id=1433; class=extracted_from_class_dataset
HEALTH_159,Health,,Consider therapy or counseling. A mental health professional can provide strategies to cope with stigma and help you develop a positive self-image,Fikiria tiba au ushauri nasaha. Mtaalamu wa afya ya akili anaweza kutoa mikakati ya kukabiliana na unyanyapaa na kukusaidia kukuza taswira chanya ya wewe mwenyewe,,https://www.state.gov/wp-content/uploads/2024/01/HCWTraining-Guideline_AdolescentpackageofcareinKen.pdf,,original_id=1435; class=extracted_from_class_dataset
HEALTH_160,Health,,Societal pressures and gender-based discrimination can contribute to stress and mental health challenges.,Shinikizo la kijamii na ubaguzi wa kijinsia vinaweza kuchangia msongo wa mawazo na changamoto za afya ya akili.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7908383/,,original_id=1436; class=extracted_from_class_dataset
HEALTH_161,Health,,Understanding mental health issues can empower you to challenge misconceptions. Share accurate information with friends and family to promote awareness and reduce stigma,Kuelewa masuala ya afya ya akili kunaweza kukuwezesha kupinga dhana potofu. Shiriki taarifa sahihi na marafiki na familia ili kukuza uelewa na kupunguza unyanyapaa.,,https://www.facebook.com/TINADAYOUTHORG/posts/stigma-is-still-one-of-the-biggest-barriers-to-mental-health-care-in-kenya-too-m/1433087242192793/,,original_id=1438; class=extracted_from_class_dataset
HEALTH_162,Health,,Engage in activities that promote mental health awareness and advocacy. This can help create a sense of belonging and purpose.,Shiriki katika shughuli zinazokuza ufahamu na utetezi wa afya ya akili. Hii inaweza kusaidia kujenga hisia ya kuwa wa kipekee na kusudi.,,https://www.facebook.com/MombasaHealth/posts/mental-health-awareness-month-2026the-department-through-the-school-health-unit-/1296536112640962/,,original_id=1439; class=extracted_from_class_dataset
HEALTH_163,Health,,Communities can come together to support individuals facing both mental health issues and substance use challenges through several strategies,Jamii zinaweza kukusanyika pamoja ili kuwasaidia watu wanaokabiliwa na matatizo ya afya ya akili na changamoto za matumizi ya dawa za kulevya kupitia mikakati kadhaa.,,https://www.facebook.com/muthonikenya/posts/the-government-is-intensifying-efforts-to-strengthen-mental-health-services-acro/1514558193566095/,,original_id=1440; class=extracted_from_class_dataset
HEALTH_164,Health,,"Employers can identify signs of mental health issues in the workplace by observing changes in behavior, such as increased absenteeism, decreased productivity, or withdrawal from colleagues","Waajiri wanaweza kutambua dalili za matatizo ya afya ya akili mahali pa kazi kwa kuona mabadiliko katika tabia, kama vile kuongezeka kwa kutokuwepo kazini, kupungua kwa tija, au kujiondoa kutoka kwa wafanyakazi wenzao.",,http://guidelines.health.go.ke:8000/media/Workplace_Mental_Wellness_Guideline-2023-308-With_Sign.pdf,,original_id=1441; class=extracted_from_class_dataset
HEALTH_165,Health,,Ensure there are confidential channels for employees to seek mental health support without fear of retaliation or judgment,Hakikisha kuna njia za siri kwa wafanyakazi kutafuta msaada wa afya ya akili bila hofu ya kulipiza kisasi au hukumu.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11247900/,,original_id=1443; class=extracted_from_class_dataset
HEALTH_166,Health,,"Make sure employees are aware of resources available to them, such as Employee Assistance Programs (EAPs), mental health hotlines, or counseling services","Hakikisha wafanyakazi wanafahamu rasilimali zinazopatikana kwao, kama vile Programu za Usaidizi kwa Wafanyakazi (EAPs), simu za dharura za afya ya akili, au huduma za ushauri nasaha.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC9382760/,,original_id=1444; class=extracted_from_class_dataset
HEALTH_167,Health,,"As Kenya records rising malaria cases due to climate variability, the just ended World Malaria Day serves as a critical reminder of the need to transform public health initiatives to meet these evolving challenges","Huku Kenya ikirekodi ongezeko la visa vya malaria kutokana na mabadiliko ya hali ya hewa, Siku ya Malaria Duniani iliyomalizika hivi punde inatumika kama ukumbusho muhimu wa hitaji la kubadilisha mipango ya afya ya umma ili kukabiliana na changamoto hizi zinazoendelea.",,https://www.instagram.com/reel/DXixP7ijNjv/,,original_id=1445; class=extracted_from_class_dataset
HEALTH_168,Health,,Communities in Baringo fight back against malaria with local solutions and mosquito nets,Jamii huko Baringo zinapambana na malaria kwa kutumia suluhisho za kienyeji na vyandarua,,https://www.facebook.com/MSFEasternAfrica/posts/kenya-in-illeret-marsabit-607-people-have-been-treated-for-malaria-so-far-and-11/1515248777313082/,,original_id=1446; class=extracted_from_class_dataset
HEALTH_169,Health,,Kenya-tested malaria vaccine gets WHO approval,Chanjo ya malaria iliyojaribiwa Kenya yaidhinishwa na WHO,,https://pmc.ncbi.nlm.nih.gov/articles/PMC4022976/,,original_id=1447; class=extracted_from_class_dataset
