row_id,PSA_ID,Domain,English,Kiswahili,Ekegusii,has_ekegusii,len_outlier,reviewer_verdict,reviewer_notes
950,1461,Health,"For low birth weight babies, Kangaroo Mother Care  skin-to-skin contact  is recommended to regulate body temperature, improve breastfeeding, and boost survival.","Kwa watoto waliozaliwa na uzito mdogo, Huduma ya Mama ya Kangaroo - mguso wa ngozi kwa ngozi - unapendekezwa ili kudhibiti joto la mwili, kuboresha unyonyeshaji, na kuongeza maisha.","Ase abana bari baiboire nechikiro chinke,Huduma ya Mama ya Kangaroo - ogokunana kw'omobere nkoganeirie erio komenta riberera riomobere,okogonka okuya, na komenta obogima.",True,False,,
30,42,Education,All boarding schools must install fire alarms + sprinklers by Jan 6 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ CS orders!,Shule zote za bweni lazima ziweke kengele za moto + vinyunyizio ifikapo Januari 6 - maagizo ya CS!,Chisukuru chiria chionsi abana bamenyete ime goika babeke ebonto bikorwa ogokurerwa ekero omorero bwatekire nebuinto biria bigosiarera amache korimia emerero. Omomonisita bwechisemi orure ogochika!,True,False,,
1201,1732,Health,"Launch of smartphone app to track daily steps, hydration, dietary intake, and stress levels with community leaderboards.","Uzinduzi wa programu ya simu mahiri ili kufuatilia hatua za kila siku, unyevu, ulaji wa chakula, na viwango vya msongo wa mawazo kwa kutumia ubao wa viongozi wa jamii.","Ogochakigwa kwo'moroberio ase esimi entingu kobwatia chimbaratero chia kera rituko,obonyiu, okoragera na eberengo biogochorerana kwa ebirengrrerio ase ekerore gwe' chinka",True,False,,
1749,2430,Security,"Neglect harms a child's development. Parents and guardians must provide basic needs, love, and security to prevent long-term trauma.","Kupuuza huharibu ukuaji wa mtoto. Wazazi na walezi lazima watoe mahitaji ya msingi, upendo, na usalama ili kuzuia majeraha ya muda mrefu.","Ogotarenda gose koa omwana ebinto atagete nigo ekogocha ogokina na okogenderera kwomwana. Abaibori nabarendi babana goika bae abana babo ebi bakonyara, buna obwanchani, noborendi gotanga mechando yebirengererio nogochandeka ase engaki entambe.",True,False,,
1475,2082,Agriculture,Linking directly with food processors can offer stable markets. Learn how to meet processor requirements for meat.,Kuunganisha moja kwa moja na wasindikaji wa chakula kunaweza kutoa masoko thabiti. Jifunze jinsi ya kukidhi mahitaji ya wasindikaji wa nyama.,Okobwaterana na baria bakorosia rigesa koba chinagera ao ao nenchera engiya ase echiri yabotambe. Egera buna oranyare goikera abanto abwo na amachiko abo yenyama.,True,False,,
1628,2306,Agriculture,will strengthen the protection of farmers from exploitation by brokers through packaging and also provide the infrastructure necessary for market access.,itaimarisha ulinzi wa wakulima dhidi ya unyonyaji na madalali kupitia vifungashio na pia kutoa miundombinu muhimu kwa ajili ya upatikanaji wa soko.,nekong'ie oborendi bwa abaremi gotariananigwa nabagori bagati goetera ogosiba rigesa riabo buya korosi chipara ase obobogoria nechinyomba chikogacha rigesa riabo buna ayabwenerete gosoa echiro.,True,False,,
354,465,Education,Include everyone! Ensure schools accommodate students with disabilities.,Jumuisha kila mtu! Hakikisha shule zinawapa nafasi wanafunzi wenye ulemavu.,Renta kerta oyomo! Rora ng'a chisukuru nkorwa chire ribaga ase abana bare noboremaru.,True,False,,
408,611,Education,KUCCPS third revision opens tomorrow ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ change your course before it's too late!,Marekebisho ya tatu ya KUCCPS yanafunguliwa kesho badilisha mwelekeo wako kabla haijachelewa!,"Ekeombe keria ekenene getenerete korangeria okoirora kwa gatato nkoigora kore mambia, chenchia ekosi yao nyuma otaranyorwa!",True,False,,
2751,3565,Governance,"Tafadhali mjiandikishe kwa SHA, President Ruto urges Mkongani residents","Tafadhali mjiandikishe kwa SHA, Rais Ruto awahimiza wakazi wa Mkongani",kamoranche erikie ase ekeombe giokorua obobwenia ime yense. omonene bwense omosike Ruto oboririe abamenye ba Mkongani.,True,False,,
322,409,Education,Grade 6 transition after KPSEA results.,Mpito wa Darasa la 6 baada ya matokeo ya KPSEA.,Ogotamboka kwa abana bageredi 6 ekero bakorire nakonyora amaireranerio yamatemwa abo.,True,False,,
1030,1543,Health,"Foods like beans, greens, and liver prevent anemia and support child development.","Vyakula kama vile maharagwe, mboga za majani, na ini huzuia upungufu wa damu na husaidia ukuaji wa mtoto.","Chindagera buna chingende, chinyeni machani, na erini ngotanga chire ogokeana kwa amanyingà na gokongia ogokina kwa abana",True,False,,
2029,2712,Security,Don't leave spare keys in obvious places like under doormats or flowerpots.,Usiache funguo za ziada katika sehemu zinazoonekana wazi kama vile chini ya mikeka ya mlango au vyungu vya maua.,Totiba ekopi yebinguo biao bia kobera aase aamo engaki entambe buna inse yomogeka bwenyomba gose ase enyongo yamaoga - bichenchie kera engaki.,True,False,,
2723,3537,Governance,"Ag. Kenya High Commissioner in Rwanda Philip Githiora urges over 6,000 Kenyans living in Rwanda to register kenyaHCrwanda offices. Diaspora Voter Registration is going on in Kigali & the ambassador has urged Kenyans in different districts in Rwanda to enlist as voters","Balozi Mkuu wa Kenya nchini Rwanda Philip Githiora awahimiza Wakenya zaidi ya 6,000 wanaoishi Rwanda kusajili ofisi za kenyaHCrwanda. Usajili wa Wapiga Kura wa Diaspora unaendelea mjini Kigali na balozi huyo amewahimiza Wakenya katika wilaya tofauti nchini Rwanda kujiandikisha kama wapiga kura",Ebalozi ya Kenya ime ya Rwanda Philip Githiora obooririe abakenya baitaneti 6000 bamenyete Rwanda kwerikia ase ofisi,True,False,,
1104,1622,Health,Select toys that are safe and suitable for your childs age to prevent choking and injury.,Chagua vitu vya kuchezea ambavyo ni salama na vinafaa kwa umri wa mtoto wako ili kuzuia kusongwa na kuumia.,Chora ebigosererio ebiya ase emiaka yomwana gotanga gotokrwa gose koumia,True,False,,
178,230,Education,Educate students! Teach terror prevention in schools.,Elimisha wanafunzi! Fundisha kuzuia ugaidi shuleni.,Somia abana! Basomie igoro buna babwenerete gotanga obokebago bwechibunduki nechibomu.,True,False,,
1561,2201,Agriculture,The Climate-Smart Agriculture Sourcebook comprises a wide range of knowledge and expertise on the concept of CSA to better guide policy makers.,Kitabu cha Chanzo cha Kilimo Kinachozingatia Hali ya Hewa kinajumuisha maarifa na utaalamu mbalimbali kuhusu dhana ya CSA ili kuwaongoza vyema watunga sera.,Egetabu gekworokereria igoro yoboremi boria bokoremereria ogosareka kwerire nkebwate chinsemo chingare chiesisemi na ochusi ase ebirengererio bia CSA erio korwa oborai bwabeene ase abarosia amachiko.,True,False,,
651,1023,Education,"Support education! Communities, fund school fees.","Saidia elimu! Jamii, fadhili ada za shule.","Sira chisemi! Ebinyoro, konya korwa esukuru fisi.",True,False,,
1998,2680,Security,Verify credentials of service personnel before allowing access to property.,Thibitisha sifa za wafanyakazi wa huduma kabla ya kuruhusu ufikiaji wa mali.,Verify credentials of service personnel before allowing access to property.,True,False,,
73,88,Education,Back to school! Join flood recovery programs for safe learning.,Rudi shuleni! Jiunge na programu za uokoaji wa mafuriko kwa ajili ya kujifunza salama.,koirana esukuru! Soa omoroberio bwokoreta ogokonywa ase baria banyoretwe nomochando bwetoigo erio gotanga emebasekano buna eyio naende erio amasomo agenderere buya.,True,False,,
498,859,Education,Promote arts education 2024.,Kukuza elimu ya sanaa 2024.,Segeta chisemi igoro yobokemwanyabanto omwaka 2024.,True,False,,
1842,2524,Security,Communications Authority warns of cloned betting apps circulating on Telegram. Many steal your phone data and banking information,Mamlaka ya Mawasiliano yaonya kuhusu programu za kamari zilizotengenezwa kwa njia ya kloni zinazosambaa kwenye Telegram. Nyingi huiba data ya simu yako na taarifa za benki,Ekeombe keria ekenene getenerete okoererania amangana ase embeo kiarure ogokurera igoro yegokoreri gia bahati na sibu kioborimo kerandete ase Telegram. Abange nigo bakoiba amanga ao are ase esimi amo nayenamba yebengi yao.,True,False,,
63,76,Education,"Apply for TVET bursaries via HELB portal by March 15, 2025.","Tuma maombi ya ufadhili wa TVET ifikapo Machi 15, 2025.",Toma ogosaba kwao gochia chisukuru chiria chiobobundi nechisemi chiokwegendereria (TVET) onyore chiogosoma goetera ekeombe keria gekorwa chibesa gokonya abana ba amasomo aigoro (HELB) nyuma yechitariki 15 chiomotienyi 3 omwaka o 2025,True,False,,
2736,3550,Governance,Kenya Forest Services (KFS) urges citizens to record trees planted on the Jaza Miti app,Huduma za Misitu Kenya (KFS) zawahimiza raia kurekodi miti iliyopandwa kwenye programu ya Jaza Miti,ekeombe getenenerete amanani ime yense ya kenya giasoroire abakenya kobara na komenta emete ase omoroberio bwogoichoria emete ime ye app.,True,False,,
2680,3494,Governance,The IEBC urges members of the public to cooperate with authorities on ahead of the upcoming during this period.,IEBC inawasihi umma kushirikiana na mamlaka kabla ya kipindi hiki.,IEBC yaboririe abamenyi kobwaterana nyuma yobochori obonene,True,False,,
318,385,Education,Go digital! Equip schools with computers and internet.,Rudisha! Jiunge na programu za huduma za jamii shuleni.,Nganya gocia egedichitari! Ichoria chikombiuta chisukuru amo neintaneti.,True,False,,
45,57,Education,All schools must conduct fire drill before Dec 20 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ no excuses!,"Shule zote lazima zifanye mazoezi ya kuzima moto kabla ya Desemba 20 ""hakuna visingizio!"" Hakuna visingizio!",chisukuru chionsi goika chibe chiabekire emeroberio emiya yogotanga ogwateka kwemerero nyuma yechitariki 20 chiomotienyi 12,True,False,,
2490,3291,Security,Showcase success stories of refugees integrating into Kenyan communities.,Onyesha hadithi za mafanikio za wakimbizi waliojiunga na jamii za Kenya.,Manyia igoro yokogenderera kwa baria batamire chisegi korwa sobo komenya buna Abakenya.,True,False,,
1073,1589,Health,Children exposed to smoke are more likely to develop asthma and respiratory infections.,Watoto wanaovuta moshi wana uwezekano mkubwa wa kupata pumu na maambukizi ya njia ya upumuaji.,Abana bakongusa amarioki nkonyora bare amarwaire ya amayaa na okoeyana,True,False,,
402,602,Education,KUCCPS opens direct university entry for TVET graduates ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ apply before Dec 31!,KUCCPS yafungua kiingilio cha moja kwa moja cha chuo kikuu kwa wahitimu wa TVET ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ kutuma maombi kabla ya Desemba 31!,"Ekeombe keria ekenene getenerete korangeria abana gochia eyunifasiti KUCCPS kiaigoire emeroberio yogosoa chiyunifasiti nar TVET getango getaiyo, toma ogosaba kwao nyuma yechitariki 31 chiomotienyi 12!",True,False,,
436,743,Education,Monitor dropout rates quarterly 2020.,Fuatilia viwango vya kuacha shule kila robo mwaka 2020.,Bwatia komanya ekerengo abana bakogwa amatemwa nyuma yemetienyi 3 omwaka 2020.,True,False,,
80,96,Education,Be prepared! Conduct regular fire safety drills in schools.,Kuwa tayari! Fanya mazoezi ya mara kwa mara ya usalama wa moto shuleni.,"Kabe nomoroberio na botambe kweger chinchera chiobosala chia bwango korusia abana, abarimu na abakori emero isiko yesukuru abwo ase omorero ogwoka",True,False,,
930,1439,Health,Engage in activities that promote mental health awareness and advocacy. This can help create a sense of belonging and purpose.,Shiriki katika shughuli zinazokuza ufahamu na utetezi wa afya ya akili. Hii inaweza kusaidia kujenga hisia ya kuwa wa kipekee na kusudi.,Sanga amokoro ayare agokinia obomanyi na okorwanerera oborwaria bw'obongo. Eye nabo egokonya gokonya koagacha okoeigwa kwabene na gokonya.,True,False,,
1990,2672,Security,Keep bushes and trees near windows trimmed to eliminate hiding spots.,Weka vichaka na miti karibu na madirisha yaliyokatwakatwa ili kuondoa sehemu za kujificha.,Nacha emete na rabia orosana ase chitirisa gotanga abaibi tibebisa aroro.,True,False,,
1058,1573,Health,Take your child for regular weight and height checks to detect growth issues early.,Mpeleke mtoto wako kwa ajili ya uchunguzi wa uzito na urefu mara kwa mara ili kugundua matatizo ya ukuaji mapema.,Ira omwana orengwa chiratiri botambe na obotambe omanye gose bokongu mboreo bwogokina,True,False,,
1758,2439,Security,Schools in high-risk areas should have security measures to protect children from terrorist threats and abductions.,Shule zilizo katika maeneo yenye hatari kubwa zinapaswa kuwa na hatua za usalama ili kuwalinda watoto dhidi ya vitisho vya kigaidi na utekaji nyara.,Chisukuru chiria chire aase ere raisi abana gokorerwa bobe mbuya chibe nomoroberio omuya bwoborendi korenda abana korwa obwoba bwebibago koruta chipomu noboibi bwechiombe.,True,False,,
642,1014,Education,Study from home! Access online education platforms for rural students.,Jifunze kutoka nyumbani! Pata majukwaa ya elimu mtandaoni kwa wanafunzi wa vijijini.,Soma korwa inka! Nyora amasomo goetra eintaneti ase abana baria ba risabu.,True,False,,
662,1034,Education,Support nomads! Fund programs for nomadic schools.,Saidia wahamaji! Fadhili programu kwa shule za wahamaji.,Sira abakong'anyang'anya! Karwe chibesa ase emeroberio yechisukuru chia abakong'anyang'anya.,True,False,,
2672,3486,Governance,All stakeholders are urged to remain vigilant about during the electoral process.,Wadau wote wanahimizwa kuwa macho wakati wa mchakato wa uchaguzi.,Abamenyi bonsi baborigwe koba maiso chintunda chiobochori,True,False,,
1680,2358,Security,Stagnant water breeds mosquitoes. Use bed nets and report mosquito infestations to health authorities.,Maji yaliyotuama huzaa mbu. Tumia vyandarua na uripoti maambukizi ya mbu kwa mamlaka za afya.,Chiumbu nigo chikoiborerana ase amache atereime. Tumia chineti chiebitanda korara na manyia abanyagitari igoro yokoromwa nechiumbu na buna abanto barwarete.,True,False,,
709,1133,Education,Train on online safety 2021.,Treni kuhusu usalama mtandaoni 2021.,Somia igoro yogotumia eintaneti buya omwaka 2021.,True,False,,
746,1221,Education,Upgrade facilities for inclusive education 2024.,Boresha vifaa vya elimu jumuishi 2024.,Rosia ebirasi nebinto biogosomera ase okorwa chisemi ase bonsi omwaka 2024.,True,False,,
1652,2330,Security,Improper handling of corpses risks disease outbreaks. Follow Textlines from health authorities during mass fatalities.,Utunzaji usiofaa wa maiti unahatarisha mlipuko wa magonjwa. Fuata Ujumbe wa maandishi kutoka kwa mamlaka za afya wakati wa vifo vya watu wengi.,Enhera etabwenereti buna etugo ekwete egotindekwa nenchera eyemo yogwateka kwendwari.Bwatita ayarikire korwa baria bakoraa obochenu ekero endwari yatekire.,True,False,,
2630,3444,Governance,"The Ushahidi platform builds more trust in the system because it enables citizens to report on any incidents of corruption in real-time, helping keep an eye on the vote.","Jukwaa la Ushahidi hujenga imani zaidi katika mfumo kwa sababu huwawezesha raia kuripoti kuhusu matukio yoyote ya ufisadi kwa wakati halisi, na kusaidia kufuatilia kura.","Ekeombe kia Ushahidi platform nigo gekoagacha obwenenwa ase emeroberio yobochori ase enchera yokorora ng'a abanto mbare neribaga riokorwa ogotoaisaneka kwaboekiagera obokorekanu bwabete ekero kiobochori, buna emnchera eyemo yokorenda chikura.",True,False,,
1461,2068,Agriculture,Latest Opinions & Insights Â· There is a growing climate emergency facing smallholders across Asia Pacific â€“ what is IFAD doing about it? Â· Digital agriculture: ...,Maoni na Maarifa ya Hivi Karibuni Â· Kuna dharura inayoongezeka ya hali ya hewa inayowakabili wakulima wadogo kote Asia Pasifiki â€“ IFAD inafanya nini kuihusu? Â· Kilimo cha kidijitali: ...,Amangana amayia na amaikeranu Â· Omochando bwerire oganetie ogokonya kwa bwango ase abaremi bemegondo emeke ense orongongo rwonsi rwa Asia Pacific â€“ Ninki IFAD bakorire ase erio? Â· Oboremi bwegechidichitari: ...,True,False,,
1216,1753,Health,Public communication campaign across radio and TV networks during national mental health month.,Kampeni ya mawasiliano ya umma katika mitandao ya redio na televisheni wakati wa mwezi wa kitaifa wa afya ya akili.,Okoraria ekampeni yokoererania ase chiretio ne chitivi kero kuomotienyi bwokararia oborwaire bw'obongo,True,False,,
1876,2558,Security,"""The Ministry of Education reiterates that bursary forms are distributed freely and do not require payment. Any demand for money should be reported.""","""Wizara ya Elimu inasisitiza kwamba fomu za ufadhili wa masomo zinasambazwa kwa uhuru na hazihitaji malipo. Ombi lolote la pesa linapaswa kuripotiwa.""","""Eminisitiri yechisemi yabekire chinguru nga chibasari chiesukuru nigo chikorugwa bosa fnaigo tegaineirie nga oakane. Gosabwa besa chinde chionsi nere buya korwaipoti.""",True,False,,
572,935,Education,"Safe schools! Communities, protect schools from banditry.","Shule salama! Jamii, linda shule dhidi ya ujambazi.","Sukuru chitari namochando! Ebinyoro, renda chisukuru korwa oboibi gose obokebago",True,False,,
1420,2019,Agriculture,"Grants are available for setting up a greenhouse. Find out eligibility criteria, application process, and deadlines from SMEA.","Ruzuku zinapatikana kwa ajili ya kuanzisha chafu. Tafuta vigezo vya kustahiki, mchakato wa kutuma maombi, na tarehe za mwisho kutoka SMEA.","Chibesa nchireo chigokonya okwaagacha ebisa bieriberera ase oboromi bweching'eni na amatunda. Rigia komanya aya arengete goikeranu ayio, buna ogosab agokonywa okwo, chingaki chiogosaba ogkonywa na wekero chigosiekwa na SMEA.",True,False,,
1390,1982,Agriculture,Farmer groups can implement savings schemes to provide internal credit and build financial resilience. Learn how to set up and manage one.,Vikundi vya wakulima vinaweza kutekeleza mipango ya akiba ili kutoa mikopo ya ndani na kujenga ustahimilivu wa kifedha. Jifunze jinsi ya kuanzisha na kusimamia moja.,Ebiombe biabaremi ngoikerania bire omoroberio bwobogachi chibesa ase ogokonyana chibesa barabwo ase barabwo gokinia obogoko bwabo na gwetenenera. Egera buna oranyare gokora ayio.,True,False,,
194,247,Education,Enforce attendance policies 2023.,Timiza sera za mahudhurio 2023.,Ikerania amachiko igoro yogoikerania 2023.,True,False,,
1608,2260,Agriculture,"To acquire in-depth understanding of what the Chinese agricultural technologies have to offer Africa, AATF undertook a study to identify technologies available ...","Ili kupata uelewa wa kina wa kile ambacho teknolojia za kilimo za China zinatoa barani Afrika, AATF ilifanya utafiti ili kubaini teknolojia zinazopatikana ...","Eri konyora okomanya kwa ime mono eki tekinorochi eki yaabaremi abachaina bakora na eki babwate korwa gocha Africa, AATF bagakora obokongoria bwogoatanana chitekinorochia chireo ...",True,False,,
239,295,Education,Features stories on county spending,Inaangazia hadithi kuhusu matumizi ya kaunti,Gekworokia emegano buna ense egotumia chibesa,True,False,,
2429,3228,Security,Engage in local initiatives to support global anti-corruption efforts and treaties.,Shiriki katika mipango ya ndani ili kuunga mkono juhudi na mikataba ya kimataifa ya kupambana na ufisadi.,Bwaterana nemeroberio yanka gosira ense engima korwania obokorekanu namachiko aye.,True,False,,
1817,2499,Security,Misuse of antibiotics creates resistance. Follow prescriptions and dispose of drugs safely.,Matumizi mabaya ya viuavijasumu husababisha usugu. Fuata maagizo ya daktari na utupe dawa kwa usalama.,"Ekero amariogo aria agotanga ebinyinyi komenta omobere ime agotumeka bobe, nigo akoa ebinyinyi chinguru goika eriogo riasinywa gokora egasi yobobwenia buya. Bwatia amereso omonyagitari buya na tuguta amariogo ase enchera engiya buna eyokoyatindeka.",True,False,,
44,56,Education,All schools install CCTV + hire guards by Dec 31 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Ministry directive or face closure!,Shule zote zaweka CCTV + kuajiri walinzi ifikapo Desemba 31 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Maagizo ya Wizara au tutalazimika kufungwa!,"Chisukueru chionsi goika chibe chiabekire ebinto bikomongera amang'ana (CCTV) na korika abarendi nyuma yechitariki 30 chiomotienyi 12, Omominisita bwechisemi orure ochika onye tari bo chisukuru echio chisiekwe!",True,False,,
2705,3519,Governance,"Director SCM, Harley Mutisya urges suppliers and service providers to communicate with accuracy on any issues that may hinder their ability to deliver on time to IEBCKenya","Mkurugenzi SCM, Harley Mutisya anawasihi wasambazaji na watoa huduma kuwasiliana kwa usahihi kuhusu masuala yoyote ambayo yanaweza kuzuia uwezo wao wa kuwasilisha kwa wakati kwa IEBCKenya.",Omorai omonene oyo SCM Harley Mutisya obooririe abaereri na obokreri goteba kengima gose bokongu bonde mborabeo boratange chinguru chiabo tibaikerani ase IEBC kenya,True,False,,
511,872,Education,Promote research collaborations 2025.,Kukuza ushirikiano wa utafiti 2025.,Segeta amasomo yokorigia chisemi chinyia ase okobwaterana romwaka 2025.,True,False,,
1527,2160,Agriculture,"Run an efficient pack house to ensure consistent quality sorting, grading, and packaging of meat before sale.","Endesha duka la kuhifadhia nyama kwa ufanisi ili kuhakikisha upangaji, upangaji, na ufungashaji wa nyama kwa ubora unaolingana kabla ya kuuzwa.","Kabe nenyomba yao yokogacha rigesa goikerania obikerabu bwerigesa riao botambe na korichora gwatana ribe korwa ase rigiya, korirenga, na giba enyama buya nyuma yokoyeonia.",True,False,,
1564,2204,Agriculture,The concept of Climate-Smart Agriculture (CSA) has consistently been positioned between science and policy. CSA has given rise to a lively debate in both ...,Dhana ya Kilimo Kinachozingatia Hali ya Hewa (CSA) imekuwa ikiwekwa kati ya sayansi na sera. CSA imeibua mjadala mkali katika ...,Ekerengererio kioboremi boria bokoremereria rire (CSA) biabekirwe gati gati sayansi namachiko. CSA yokirie enkwana gati ya...,True,False,,
1471,2078,Agriculture,Learn how farmers can participate in carbon credit programs by adopting practices that sequester carbon in poultry unit.,Jifunze jinsi wakulima wanavyoweza kushiriki katika programu za mikopo ya kaboni kwa kutumia mbinu zinazotenga kaboni katika kitengo cha kuku.,Egera komanya buna abaremi baranyare korwa ebirengererio biabo igoro yokonyora chibesa chiria chiogotanga embeo eria egosaria rire ase ase okwegera na kobwata chingencho chiria chikobwata embeo eyio ase ebisumu biechingoko.,True,False,,
2591,3401,Governance,"In some cases, reporting corruption is more than just a duty; it is a legal obligation: The Prevention and Combating of Corrupt Activities Act requires people in Ã¢ ‚¬Å“positions of authorityÃ¢ ‚¬  in the public and private sectors to report corruption and other crimes listed in the Act involving more than R100Ã‚ 000, to the police.","Katika baadhi ya matukio, kuripoti ufisadi ni zaidi ya wajibu tu; ni wajibu wa kisheria: Sheria ya Kuzuia na Kupambana na Shughuli za Rushwa inawataka watu katika nafasi za mamlaka katika sekta za umma na binafsi kuripoti ufisadi na uhalifu mwingine ulioorodheshwa katika Sheria hiyo unaohusisha zaidi ya R100,000, kwa polisi.","Ase chinhera chinde, korwa amangana igoro yobokorekanu neetanetie tari rioka ase ogoteba; korende nobokoreri bwamachiko: Richiko riogotanga na okorwania obkorekanu nigo rirengete abanto bonsi ase obokoreri bweserikari na abanto ase okorwa amang'ana yobokorekanu nobosaria bonde buna botebire ase Richiko borengete goetania R100Ã‚ 000, gochia ase abasikari.",True,False,,
1217,1754,Health,"Announcement of wellness zones offering balanced diets, counselling, and stress-relief services in major facilities.","Tangazo la maeneo ya ustawi yanayotoa lishe bora, ushauri nasaha, na huduma za kupunguza msongo wa mawazo katika vituo vikuu.","Okorari gwechinsemo chiobuya na chindagera cherenganaine, obosemi oboikeranu na obokoreri bwogokeani ogoichorerana kw'obongo ase ebitaseni ebinene",True,False,,
969,1480,Health,"Adolescent mothers need extra emotional, nutritional, and medical support. Communities are urged to reduce stigma and promote inclusive care.","Akina mama vijana wanahitaji msaada wa ziada wa kihisia, lishe, na matibabu. Jamii zinahimizwa kupunguza unyanyapaa na kukuza utunzaji jumuishi.","Abang'ina abasae mbaganatie obokonyi bwa ebirengererio,endagera na oborwaria.Ebisaku biasabirwe gokeia oboiroku na gosira oborendi bwa amo.",True,False,,
1264,1807,Agriculture,"(Nairobi, Kenya, May 2024): African countries have been challenged to boldly push for the adoption of cutting-edge science in agriculture and the use of ...","(Nairobi, Kenya, Mei 2024): Nchi za Afrika zimepewa changamoto ya kusukuma kwa ujasiri kupitishwa kwa sayansi ya kisasa katika kilimo na matumizi ya ...","Nairobi, Kenya, 2024: Orogongo rwa'Africa rwaboriigwe gosegeta obomanyi bwo'ogoonchoreria gochia sayansi yooboremi bwabono erengete okonacha emete korwa ase emegondo yendagera na engencho yobokoreri bwa....",True,False,,
1304,1850,Agriculture,Adopt sustainable intercropping methods to protect the environment and ensure the long-term productivity of your small farm.,Tumia mbinu endelevu za kilimo mseto ili kulinda mazingira na kuhakikisha uzalishaji wa muda mrefu wa shamba lako dogo.,Beegie chingencho chioboboremi bwokwegendereria as okorenda ebitoetanete eriogoikerania rigesa riabotambe ase oboremi bwabaremi bemondo emeke,True,False,,
93,112,Education,Build safely! Install flood-resistant school structures.,Jenga kwa usalama! Sakinisha miundo ya shule inayostahimili mafuriko.,Baagahe mochando otaiyo! Barosie amaagacho akonyara koremereria etoigo.,True,False,,
2660,3474,Governance,Office of the President encourages members of the public to follow guidelines on to strengthen governance.,Ofisi ya Rais inawahimiza wananchi kufuata miongozo ya kuimarisha utawala.,Abisi yomonene bworogongo yasegetire abamenyi kobwati amarago yokoroisia oboteneneri,True,False,,
175,227,Education,Educate students! Teach fire safety in schools.,Elimisha wanafunzi! Fundisha usalama wa moto shuleni.,Somia abana! Basomie buna babwenerete kwerenda ase emerero.,True,False,,
1731,2412,Security,Child trafficking remains a major threat. Communities should report suspicious activity to authorities.,Usafirishaji haramu wa watoto bado ni tishio kubwa. Jamii zinapaswa kuripoti shughuli zinazotiliwa shaka kwa mamlaka.,"Ogosoi abana ase ebinto bitancheiri, kobatamia gose kobabisa erio kobatumia ase chinchera chitabwenereti neringa rinene riokogosia. Ebinyoro goika birwe amang'ana igiro yebinto bare nechitangutangu ase abagambi gose abasikari.",True,False,,
1292,1838,Agriculture,"Access accurate weather forecasts for your area to plan dairy farming like planting, spraying, or harvesting effectively.","Pata utabiri sahihi wa hali ya hewa kwa eneo lako ili kupanga ufugaji wa ng'ombe wa maziwa kama vile kupanda, kunyunyizia dawa, au kuvuna kwa ufanisi.","Konyora ogokurerwa kwa bwango ase omorakera gose etoigo nekonye ase okweroberia ase oboremi igor yogosimeka, gosiarera eriogo na nomoroberio bwokogesa ase obikeranu.",True,False,,
1060,1575,Health,Register your childs birth early to secure legal identity and access to services.,Sajili kuzaliwa kwa mtoto wako mapema ili kupata utambulisho halali na upatikanaji wa huduma.,Rika omwana amanyekane nebigambero naende anyore obokonyi ao ao,True,False,,
2462,3262,Security,Support community health volunteers to ensure rural access.,Wasaidie wajitolea wa afya ya jamii ili kuhakikisha upatikanaji wa huduma vijijini.,Sira emeremo yabokori emeremo yobochenu bokwerwa goseta nga obokoreri boikera bonsi.,True,False,,
479,837,Education,Parents: Check if your child is registered to vote ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ guide on education.go.ke!,Wazazi: Angalia kama mtoto wako amesajiliwa kupiga kura. Mwongozo wa elimu.go.ke!,"Abaibori: Manya gose abana bao merigete buna abaaki chikura, omoroberio igoro yeki babwenerete gokora nao ore - education.go.ke!",True,False,,
1415,2014,Agriculture,Government introduces fair pricing guidelines for fresh produce markets.,Serikali yaanzisha miongozo ya bei nzuri kwa masoko ya mazao mabichi.,Eserikari yarwete amagori amaya buna rigori ribwenerete kobekwa ase ase chindagera chiria chiarure mogondo gochia echiro.,True,False,,
423,630,Education,Learners sitting for Kenya Primary School Education Assessment (KPSEA) and Kenya Junior School Education Assessment (KJSEA) will now be required to shade their answers using Optical Mark Recognition (OMR) sheets,Wanafunzi wanaofanya Tathmini ya Elimu ya Shule ya Msingi ya Kenya (KPSEA) na Tathmini ya Elimu ya Shule ya Wadogo ya Kenya (KJSEA) sasa watahitajika kuficha majibu yao kwa kutumia karatasi za Utambuzi wa Alama za Optical (OMR).,Abana baria bagochia gokora amatemwa na korengwa echikuru chiboroso (KPSEA) nabana bechisekenderi chia inse (KJSEA) bono mbagaberigwe kongororia amachibu yamatemwa abo ase risakara riria riamatemwa.,True,False,,
