PSA_Id,Domain,Class,English,Ekegusii
2547,Security,PSA,Fake insurance brokers have been selling invalid motor covers in bus stations. Confirm your insurer through IRA  public registry.,Abaonia bechinsuarensi boborimo babeire bakoonia ebinto bioborimo nonya nime yechirori chibasi. Manya buya ng'a einsuarensi yao nerikire gose neitabire neserikari goetera Insuaren Regulatory Authority (IRA).
2548,Security,PSA,Communications Authority has warned of fake WiFi installers operating in residential estates. Confirm service providers through the CA licensed list,Communications Authority has warned of fake WiFi installers operating in residential estates. Confirm service providers through the CA licensed list
2549,Security,PSA,"""We have received multiple reports of individuals faking job placement letters for Qatar and UAE. All foreign employment must go through accredited agencies.""","""Twanyorire chiripoti chinyinge chiabanto bagwegokora ng'a mbare namarube yemeremo gochia Qatar na UAE. Emeremo yonsi gochia chinse chia isiko goika aetere ebiombe bimanyekanete buya nabwo bagotebwa nga mbare nemeremo neserikari ya Kenya"""
2550,Security,PSA,"""The Ministry of ICT reminds citizens that all eCitizen payments are automated. Do not send money to personal numbers for services.""","""Eminisitiri yamang'ana netekinorochi yokoererania amang'ana (ICT)nkoinyoria ere abanainchi chibesa chionsi chia eCitizen nigo chigoakanwa goetera ebengi na Mpesa chimanyekanete neserikari . Tiga gotoma chibesa gochia chinamba chabanto nonya ngake."""
2551,Security,PSA,"""Fake humanitarian campaigns using stolen photos have been flagged on Twitter. Always verify fundraisers through trusted platforms like M-Changa or Red Cross Kenya.""","""Chibicha chioborimo gotumia chibicha chiabanto bande baibete korigeria chibesa chiangirwe buna okogenda mamincha yerichiko ria twiter. Kera engaki chungusa abakorigia chibesa goetra chinchera chiegenire buna M-Changa gose Omosaraba Omobaririri) Red Cross Kenya."""
2552,Security,PSA,"Nairobi residents, beware of people who claim to provide business loans within an hour. The government does not have such a cash-in-hand program.","Abamenyi ba Nairobi, kab maiso nabanto bagwekora ng'a nkorwa bare chironi chiebiasara ase engaki yensa eyemo yoka. Eserikari tebwati moroberio onga buna eyio bwechibesa koboko chiokorwa."
2553,Security,PSA,Kenyans are warned to avoid online forex traders promising guaranteed profits. CBK does not license individuals to offer such services.,Abakenya bakureirwe gwetanga koonia chibesa chiechinse ao ao goetera eintaneti abanyabiasara bakongaina abanto nga abaita obonene mboreo. Ebengi enene ya Kenya (CBK) teri korwa erensesi as omonto oyomo gkora agasi eyio.
2554,Security,PSA,DCI cautions the public against forged university admission letters being used to defraud parents. Always verify admission directly with the institution.,Omotuki omonene okureire aanainchi igoro yamarube yogosa eyunifasiti yoborimo agendererete gotimeka kongaina na koibera abaibori. Kera engaki chungusa rirube riogosoa eyunifasiti goetra uyunifasiti enyene.
2555,Security,PSA,Public warning: There are no County Government jobs offered via agents in town. Anyone asking for a facilitation fee is running a scam.,Ogokurerwa kwa bonsi: Meremo teiyo yechikaonti okorugwa goetera abaachenti abwo emechie gose chitaoni. Onde bwensi ogosaba chibesa chiokomokonya agokorere ayio noboibi maiso marore.
2556,Security,PSA,"""Communications Authority has launched a hotline for reporting impersonation scams involving fake mobile providers. Dial 0800 222 777 to report.""","""Ekeombe getenenerete oboererania bwamang'ana giaansire enamba ya morero gokonya koyemanyia gose abasikari igoro yabanto bagwekona nga nkorwa bare obokoreri beintaneti. Aka esimi 0800 222 777 koyemanyia amang'ana ayio."""
2557,Security,PSA,"""Be cautious of agents offering NHIF registration at matatu stages. Report such individuals to the nearest police post. NHIF registration is free.""","""Kabe maiso korwa abanto bagwekora ng'a nkorika bare ase omoroberio bweinsuarensi ya nyagitari (NHIF) abwo ase chirori chikorinerwa. Ripoti abanto abwo ase eporisi ere ange naye. Kwerika koba oyomo ase Einsuarensi ya Nyagitari (NHIF) mbosa egokorwa."""
2558,Security,PSA,"""The Ministry of Education reiterates that bursary forms are distributed freely and do not require payment. Any demand for money should be reported.""","""Eminisitiri yechisemi yabekire chinguru nga chibasari chiesukuru nigo chikorugwa bosa fnaigo tegaineirie nga oakane. Gosabwa besa chinde chionsi nere buya korwaipoti."""
2559,Security,PSA,"""We urge Kenyans to double-check the legitimacy of any NGO requesting donations via mobile payment. Many have been flagged for fraud.""","""Nigo togosaba abakenya koirorera gocheki oboamaene bwebiombe bia NGO dchigosaba ogokonya goetera entaneti. Chinyinge chiechio chianyorirwe koba echioboibi"""
2560,Security,PSA,Do not give your M-PESA PIN to anyone! This is a very common scam.,Tobaisa korwa epini ya M-PESA yaogochia ase onde bwensi! Eye nero enchera abange baibeirwe.
2561,Security,PSA,Enable two-factor authentication (2FA) for all bank and social media accounts.,Enable two-factor authentication (2FA) for all bank and social media accounts.
2562,Security,PSA,Beware of emails pretending to be from banks asking for account verification.,Beware of emails pretending to be from banks asking for account verification.
2563,Security,PSA,Use a strong password like 'Nairobi2023!/' that is not easy to crack.,Tumia enomba yesiri enkongu okoigorera esimi yao buna Gusii2025! Eyio etari raisi ase monto onde koigora.
2564,Security,PSA,"Never click on suspicious links like 'Youve won KSh 100,000!' in SMS.","Tobaisa kobata eraini yeintaneti orechitangutangu nero buna eria ekogotebi ng'a kwanyorire chibesa 100,000!' goetera amangana ameng'e eyesimi."
2565,Security,PSA,Update your phones software monthly to fix security vulnerabilities.,Kera engaki tema gokora keboyia einchini yesimi yao kera omotienyi erio koyerenda korwa okoriegwa nebinyinyi.
2566,Security,PSA,"If your child is being bullied online, report it to the DCI Cyber ​​Unit immediately!","Onye omwana oo ogochandwa, kogoswa gose koramwa goetera eintaneti, manyia omonene bwobotuki otari konyorwa!"
2567,Security,PSA,Avoid using public Wi-Fi for banking. Hackers can steal your data.,Tiga gotumia chisimi gose eintaneti kobeka gose gotoma chibesa gochia akaonti yao yebengi. Gokora igo nigo okorwa ribaga abaibi bare nobang'aini bwogosoa eintaneti yao na gokoibera ase obowororo.
2568,Security,PSA,Teach children to avoid sharing personal details with 'online friends'.,Abana batige gosanga amangana abao nabasani babo bembeo goeera eintaneti.
2569,Security,PSA,Check 'Serena_254's' profile to see if it's legit before accepting the friend request.,Risegereria komanya inki 'Serena_254's' erengete nyuma otarakora kende nabarabwo.
2570,Security,PSA,Use a VPN on public networks to encrypt your internet traffic.,Tumia chinamba chiesiri ekero ogosoa ase Wi-Fi yabanto bonsi erio bwerende korwa abant barengete koyetuka komanya ninki kere ime.
2571,Security,PSA,Lock SIM yako kwa *something#! Usiache mtu atumie line yako kufanya maovu.,Sieka ESIM kadi yesimi yao buna *gentogete#! Totigera omonto atumie eraini yesimi yao gokora obobe
2572,Security,PSA,Fake job offers like 'Earn KSh 50k daily from home' are scams.Avoid upfront payments.,Emeremo yoborimo buna Nyora chinusi chilifu 50 kera rituko korwa nka' namangana oborimo agotumeka gokora oboibi. Tiga korwa chibesa omanye konyora chibesa.
2573,Security,PSA,Monitor bank statements for unauthorized transactions weekly.,Mongera buna chibesa chia chigosoa na gosoka kera ewiki ase akaonti yebengi yao erio onyare komanya bwango boibi bonde bwonsi bobaise kobao.
2574,Security,PSA,Don't write your passwords down in a book! Use an app like 'SafePass' to save them.,Tiga korika ringana riao riesiri riesimi goge ebengi ase egetabu! Tumia omoroberio beintanati yao ekero okoyeigora 'SafePass' rio korenda ringana erio ria riabobisi.
2575,Security,PSA,Use biometrics (fingerprint/face ID) instead of PINs where possible.,Tumia egento buna ekiara kiao gose epicha yobosio bwao rika ria enamba yesiri ase ekonyarekana.
2576,Security,PSA,Download apps only from Google Play Store or Apple App Store.,Nyora ebinto biria gigokonya esimi gokora emeremo yaye goetera Google Play Store gose Apple App Store.
2577,Security,PSA,"If you are using a cyber computer, log out after using your Gmail!","Onye kogotumia ekombiuta yesaiba, rimia Gmail akaonti yao ekero gwakorire korora ebinto gwatagete!"
2578,Security,PSA,Ignore messages like 'Youve won Safaricom Jackpot!'Theyre scams.,Ombia amang'ana ameng'e esimi buna 'Kwabuire ejakipoti ya Safaricom' Aya namangana arengete gokoibera.
2579,Security,PSA,Encrypt sensitive files before sharing them online.,Amanagana ao obobisi yakeborane gochia enkwana yobobisi otayarasanga ase eintaneti.
2580,Security,PSA,"Don't use the same password for Gmail, Facebook, and bank! If hacked, they'll all be gone.","Totumia enamba yesiri eyemo ase esimi, ebengi, akaonti ya Gmail, sose Facebook! Omonto aise gwesoi ase akaonti yao, onso aria kwabwate aroro nigo agosira pi na tokoyanyora rinde."
2581,Security,PSA,Verify charities before donating online.Fake fundraisers are common.,Kongoria buya ebiombe biria bigosaba ogokonywa goetera eintaneti otararwa besa ende yonsi. Abarigia chibesa boborimo nao bare.
2582,Security,PSA,Install antivirus software to protect against malware and spyware.,Beka egento keria kegotanga ebinyinyi ase esimi nekombiuta yao koyerenda korwa ebinyinyi bia malware na spyware.
2583,Security,PSA,Avoid 'get rich quick' schemes promising high returns.Theyre Ponzi scams.,Tiga kongaineka ng'a notenke bwango' emeroberio amangana akogotebia obwaita bwa bwango. Obo noborimo.
2584,Security,PSA,Secure home Wi-Fi with a strong password like 'Jamhuri@1963'.,tanga abanto korwa eWi-Fi yao ya nka goetera ringana rikingu kwegia buna'Jamhuri@1963'.
2585,Security,PSA,Turn off your Bluetooth when you're not using it! Others can access your phone.,Rimia eBluetooth yao ekero otari koyetumia. Abanto bande bensemo nabo barosoe ase esimi yao otamanyanyeti.
2586,Security,PSA,Check for 'https://' and a padlock icon before entering payment details online.,Rigereria 'https://' amo nekeogorero kiaye nyuma otarabeka gose goskana chisebesa goetera eintaneti.
2587,Security,PSA,"If someone says 'I'm with DCI, help me fix your computer', hang up! It's a scam.","Omonto aise kogotebi 'nao inde nomotuku omonene, nkonye nkoroserie enkombiuta yao, rimia omonto oyio korwa enkwara nere! Oyo nkogokona are akoibere anamangana ao korwa ekombiuta."
2588,Security,PSA,Back up important data to an external drive to avoid ransomware attacks.,Rosia ekopi yamangana ao yengencho ase esimi goe ekombiuta gochia ekegachi kende terio gwekonya korwa ogosarigwa nebinyinyi
2589,Security,PSA,Use privacy screens on laptops in public to prevent shoulder surfing.,Tumia ekerore ase ekombiuta yao yakoboko ekerore monto onde ore ange naye atanyarekorora eki okorikagose gwancha monto abekerere gento igoro ase ekombiuta yao. Eyio nabe arabe enchera eyemo yomoiba amangana ao gose kokoibera chibesa.
2590,Security,PSA,Don't use 'Mothers maiden name' for security questions! Use a fictional answer.,Tobaisa gotumia erieta riorera ria mama omino buna ring'ana ria riobobisi bwesimi gose ekombiuta. Tumia erieta riokwebaka orayare koinyora.
2591,Security,PSA,Fake DHL parcel alerts are common scams.Verify via official customer service.,Amanagana agokomanyia igoro yemesigo yoborimo goetera DHL nenchera eyemo abanto bakongainwa. Rigia komanya buya emeremo ekambani eyio egokora.
2592,Security,PSA,Do not open the 'Free Movies' USB on your computer! It may contain a virus.,Tobaise koigora gose kobeka chisiinema chia bosa ase ekombiuta yao goetera egento keria gekogacha chisinema gekorokwa eflash! Nabo keeranyare gosaria ekombiuta yao goetera ebinyinyi eflash ebogoretie.
2593,Security,PSA,Use incognito mode on shared devices to avoid saving browsing history.,"Ekero ogotumia ekombiuta yeintaneti, yebeke tabaisa kogacha eki kware korora gose gosoma ekero gwasiekire eki kware gokora. Renda gotagacha eki ogokora ase ase ekombiuta."
2594,Security,PSA,"If you are looking for customer support, use the numbers on the company's website.","Onye gokorigia ogokonywa korwa ekambani, tumia chinamba chiesimi gose eintaneti yekambani."
2595,Security,PSA,Disable browser password-saving features to protect accounts if your device is stolen.,Tobaise gwanchera ekombiuta okogachere ringangana riao riobobisi koyeigora erio korenda amagnana ase ekonbiuta eise koibwa gose gosira.
2596,Security,PSA,Visit rental properties in person. Online listings can be fake.,Tarera chinyomba chigokomboa aye omonyene. Amangana goetera eintaneti nabo arabe oborimo.
2597,Security,PSA,Download apps only from official stores like Google Play or Apple App Store.,Nyora ebinto biria bigokonya esimi gose ekombiuta gokora emeremo korwa aase egenire buna Google Play gose Apple App Store.
2598,Security,PSA,Enable 'Find My Device' on phones to track them if lost or stolen.,Ase chisimi bata Enable' Rigia Esimi Yane' ase chisimi erio koyebwatia ekero yasirire gose koibwa.
2599,Security,PSA,Never share OTPs.Even with 'bank staff'. Legit banks wont ask for them.,Tobaise gosanga OTPs. Nonya nase okori emeremo bwebengi'. Chibengi chiekeene tichiri koyesaba.
2600,Security,PSA,Use ad blockers to stop malicious pop-ups like 'Youve won an iPhone!'.,Tumia egento kegotanga amangana ogotangasa ebiasara buan kwanyorire esimi iPhone eye nencher eyemo yogotanga ebinyibigosaria esimi giose ekombiuta yao.
2601,Security,PSA,Check email sender addresses for typos like 'support@paypa1.com' (scam!).,Rora buya ng'a ningo otomete eimeil komanya eyebingainereria buna 'support@paypa1.com' (Oboibi!).
2602,Security,PSA,Avoid public USB charging stations They can steal your data.,Erende korwa nogochacherigwa esimi yao nomorande o USB. Ebi nabo biraibe amang'ana ao.
2603,Security,PSA,"""Do not download apps from random websites. Always use Google Play Store or Apple App Store. Unverified apps may contain malware.""","""Tiga korusia ebikoreri biria bigonya esimi gokora egasi korwa eintaneti aende yonsi. Kera engaki binyore korwa Google Play Store gose Apple App Store""."
2604,Security,PSA,"Avoid using public Wi-Fi for banking. Use a VPN if you must connect. Most free networks are not secure.""","""Erende korwa eWi-Fi yabanto bonsi kobeka chibesa ebengi. Tumia a VPN onye gokonyara gosoa ime. Chinetewaki chinyinge chia bosaare nchibwati borendi buya."""
2605,Security,PSA,"""If you receive an email asking you to verify your bank account, dont click  it's phishing. Report to the DCI Cybercrime Unit.""","""If you receive an email asking you to verify your bank account, dont click it's phishing. Report to the DCI Cybercrime Unit."""
2606,Security,PSA,"Do not share your MPESA PIN with anyone. Safaricom and banks will never ask for it. If in doubt, call official support.","Tobaisa gosanga enemba yao yobobisi ya MPESA nonde bwensi. Safaricom gose ebengi mbarikobori koboria nga obayetebie. Ekero ore nechitangutangu yeringana erio, rangeria ebengi yao koboria buya okonywe."
2607,Security,PSA,"""Set up 2FA (Two-Factor Authentication) for all your accounts. If your password is stolen, you will still be protected.""","""Eroserie 2FA (Chinchera ibera komnya buya) buna chiakaonti chiao ebengi chigendererete. Onye ringana riao riobobisi riaibirwe, nobe kwerendete ekiagera orosetie 2FA."""
2608,Security,PSA,Always wear a helmet when riding a bodaboda - it saves lives!,Kera engaki beka ehofia eri egokorende ekero kiomobasekano korinete epigipigi - ngokonya ere obogima!
2609,Security,PSA,Don't use your phone while walking on the road! Look both ways before crossing the road.,Tiga gotara kogotumia esimi ekero ore epara! Rigereria rigoro na maata otarantamboka.
2610,Security,PSA,Keep children away from open flames and hot surfaces in the kitchen.,Beka abana are korwa ase omorero ore gose ebinto bigosamba aaria echikoni.
2611,Security,PSA,Install barriers on windows and doors on upper floors to prevent children from falling.,Sambereria gose beka ase emerangwa nechitirisa ase enyoba yeekorofa ebinto bigokonya gotanga abana tibagwa inse.
2612,Security,PSA,Never leave children unattended near water bodies - drowning happens silently.,Tobaisa gotiga abana boka aase amache amange are - okonywa chintobe nigo ekoba raisi otamanyeti.
2613,Security,PSA,Use crossing points and traffic lights where available.,Tumia gotamboka epara aase ebimanyererio bibekire gose chitochi chikogotebia ekero obwenerete gotamboka epara.
2614,Security,PSA,Install smoke detectors in your home for early fire warnings.,Beka ebinto biria bikonyonka erioki ase enyomba yao gokomanyia bwango elero enyomba yabwatire omorero oyorimie bwango.
2615,Security,PSA,Keep a first aid kit at home and learn basic first aid procedures.,Kabe namariogo nyomba aria aragokonye gokonyera oborwaire bwa mobasekano gose omonto oumiire otaramoikia nyagitari.
2616,Security,PSA,Always check expiry dates on food products to avoid food poisoning.,Kera engaki mongera chitariki chiendagera kogunda otaragora erio bwerende gotara na koria endagera eng'undo ekoretere obokong'u.
2617,Security,PSA,"If you see a power cable fallen, stay away and call 999 immediately.","Korarore omorande bwesitima ogwete inse, toika ang,e rangeria enamba ya morero ya porisi 999 otari konyorwa."
2618,Security,PSA,Secure heavy furniture to walls to prevent tip-over accidents with children.,Torerania ebinto buna eborogo gose chimesa chidito nyomba ase chinyasi gokonya hitichigwera abana ekero bagotema korina igoro.
2619,Security,PSA,Do not use gas stoves indoors - keep them in a well-ventilated area.,Tiga gotumia eagsi gotugera nyombe ase etirisa gose morangwa otari koreta embeo nyomba - yetumie ase aigogete embeo egosoa buya.
2620,Security,PSA,Learn basic swimming skills - it could save your life or someone else's.,Egegera buna oranyare goaka ontimbu -nabo eragokonye gose gokonya omonto onde.
2621,Security,PSA,"Put emergency contacts in your phone: Police (999), Ambulance (911), Fire (990).","Bechaka chinamba chiemebasekano ime ase esimi yao: Porisi (999), Egari yemebasekano (911), Omorero bwatekire (990)."
2622,Security,PSA,Always have a fire extinguisher in your kitchen and know how to use it.,Kera engaki kabe negento keria gekorimia omorero ase echikoni yenyomba yao na manya buna okogetumia.
2623,Security,PSA,"If you see water on the road, do not try to cross it - It may be deep.","Korarore amache ase epara, tobaisa gotamboka- nabo oranyore amache ayio namange orimere."
2624,Security,PSA,"Teach children their full names, parents' contacts, and home address.","Egeria abana komanya amarieta abo onsi, enamba yesimi, inka sobo buna ekorokwa, agose enamba yeposita yerirube."
2625,Security,PSA,Keep emergency exits open and unblocked in shops and offices.,Manyia gose orokereria buya aase abanto bakominchoreria gochia ekero kiobokongu na koyatiga aigoire chingaki chionsi egasi egenderete.
2626,Security,PSA,Never overload electrical sockets - it can cause fires.,Tiga gotumba ebinto ebinge ase esoketi eyemo yesitima -eye nabo erabe enchera eyemo yomorero gwateka nyomba.
2627,Security,PSA,"If you notice a foul smell from the gas, leave the house immediately and call the gas company.","Ekero oranyoke rimisu riegasi, tama korwa enyomba eyio kegima na rangeria abanto bekambani yegasi eyio gose porisi."
2628,Security,PSA,Always wear seatbelts - front and back seats - on every trip.,Siba omchibi kore erori ime chingaki chionsi - nyuma na magega kera engaki egari ekogenda.
2629,Security,PSA,Do not allow children to play near stones during construction.,Totiga abana gotienera ase amagena are ekero amaagacho agendererete.
2630,Security,PSA,Keep emergency numbers visible in your home and workplace.,Beka chinamba chiria chiemebasekano ase chikororekana buya chinka chiaino na ase emeremo.
2631,Security,PSA,Create a family emergency plan and meeting point for disasters.,Manyererania genkio nabanto benyoma yao aase ogotamera chingaki chiomobasekano.
2632,Security,PSA,Always supervise children when they're using playground equipment.,Kabe ange nabana bao ekero bakogosori nebinto biria biogokorerwa chigosori.
2633,Security,PSA,Do not use damaged or burning electrical appliances.,Tobaisa gotumia ebinto biesitima bisaregete gose bigisamba.
2634,Security,PSA,Learn the Heimlich maneuver to help someone who's choking.,Soma na komanya igoro ya Heimlich maneuver erio omanye buna orkonye omonto ongentirwe nandagera gose amache.
2635,Security,PSA,"Put covers on unused electrical outlets, especially in homes with children.","Tibua ande onsi aase esitima egosokera buna chisoketi, mono kegima ase chinka chire nabana."
2636,Security,PSA,Never leave candles burning unattended - use hurricane lamps instead.,Totiga omosuma ogwoka bwoka monto taiyo korora buna ogwoka - tumia etaya nyakio rika riomosuma.
2637,Security,PSA,"If you are riding a bodaboda, make sure the driver has a helmet and a reflective jacket.","If you are riding a bodaboda, make sure the driver has a helmet and a reflective jacket."
2638,Security,PSA,Keep walkways clear of obstacles to prevent trips and falls.,Rusia kegocha kende giosni ase abanto baogoetera gokonya abanto mbagochwa na kogwa.
2639,Security,PSA,"Keep  mosquito repellent at home, especially during the rainy season.","Kabe naguta aria agoseria chiimbu korwa nyomba, na mono kegima chingaki chiembura."
2640,Security,PSA,Always check weather forecasts before planning outdoor activities.,Rigereria buya rire buna rire otarasoka kogenda gose gosoka gochia esafari.
2641,Security,PSA,Do not leave your vehicles open or valuables visible.,Tomocha gotasieka erori yao gose gotiga ebinto biengencho kororekana ime.
2642,Security,PSA,Install carbon monoxide detectors if you use gas or kerosene heaters.,Beka egento keria gekonyonka embeo embe onye kogotumia amaguta etaya gose egasi.
2643,Security,PSA,"Make an emergency kit with a flashlight, batteries, first aid, and drinking water.","Kabe nebinto bia ntenera biranyare kogokonya ekero kiobokongu buna ekero esitima etaiyo obe etochi koreta oborabu ase eyomba, amo namasasi, na amariogo, namache okonywa."
2644,Security,PSA,Never drink and drive - even small amounts of alcohol impair judgment.,Tonywa amarwa naende ogendie erori - nanya namarwa amake igo nigo agosaria ebirengererio nachisemi eki obwenerete gokora.
2645,Security,PSA,Keep your doctor's and hospital's numbers nearby in case of emergencies.,Gacha enmba yanyagitari nomonyagitari oo ange nase ebogete omobuko oo bwemebasekano buna amarigo.
2646,Security,PSA,Teach children how to call for help in emergencies (999 or 112).,Somia abana bamanye buna baranyare krigia ogokonya ekero kiemebasekano goetera (999 gose 112).
2647,Security,PSA,Do not leave dangerous items within the reach of young children.,Tiga kobeka ebinto bire atari ase abana ase baranyare kobikera.
2648,Security,PSA,Always have an emergency evacuation plan for your workplace.,Kera chingaki kabe na ase oranyanyare kominchoreria ekero kiomobasekano ase egasi.
2649,Security,PSA,"If you have farms, clearly label fertilizers and pesticides.","Onye kobwate omogondo bwoboremi, orokereria buya obwoyo mborobi, n amariogo boigo."
2650,Security,PSA,Never use generators indoors - they produce deadly carbon monoxide.,Tobaisa kobeka echenereta nyomba na koyiokia - erioki riaye nesumu ase omobere.
2651,Security,PSA,Install waterproof devices on all electrical sockets in the home.,Beka egento kegotuba aase esitima egosokera korwa buna esoketi nnka bwoo.
2652,Security,PSA,Keep emergency exits clearly marked and unobstructed in public buildings.,Erokeria buya aase okominchoreria elekero kiemebasekano ere na etbwati binto biranyare kogocha abanto kabagotama.
2653,Security,PSA,Use sunscreen and avoid the sun between 10 am and 4 pm.,Use sunscreen and avoid the sun between 10 am and 4 pm.
2654,Security,PSA,Always check depth before diving into water - neck injuries can be fatal.,Kera engaki pima komanya obotambe bwamache otarasoa goaka ontimbu. - nabo oraumie bobe ebigoti.
2655,Security,PSA,Do not leave cooking utensils uncovered when using cooking oil.,Kunekeri chufuguri ekero ogotumia amaguta amaguta ogokaranga endagera.
2656,Security,PSA,"Learn basic first aid for burns, cuts, and choking incidents.","Manya chinchera chia bwango buna oranyare gokora ekero kwayire, kwenachire gose kwangentirwe nandagera gose amache."
2657,Security,PSA,"Emergency contacts are: Police (999), Ambulance (911), Fire (990).","Chinamba chiemebasekano: Porisi (999), Erori ya Ambulance (911), Omorero bwatekire (990)."
2658,Security,PSA,Never leave children alone in vehicles - temperatures rise dangerously fast.,Totiga abana boka erori ime - riberera ime yorori nigo rikomenta bwango.
2659,Security,PSA,Use easy-opening windows in bedrooms for emergencies.,Beka chitirisa chikoigoka kebwororo ase chinyomba chiokorara koba aororo ekero kiemebasekano kominchoria.
2660,Security,PSA,Keep walkways well-lit at night to prevent accidents and deter crime.,Rora nga nobegeta chitaya ase abanto bagoetera botuko ase ogotanga emebasekano yomonto kogochwa and gotanga obosaria.
2661,Security,PSA,Do not leave electrical appliances plugged into sockets when not in use.,Tobaise gotiga ebinto biria bigotumia esitima bisomekire ase esoketi ekero otari kobikorera egasi.
2662,Security,PSA,Always have a working flashlight and extra batteries at home.,Kera engaki tema koba netochi inka orayare gwokia ekero esitima yagendire amao nasasi ande oranyare koyebeka ekro aria are ime aerire.
2663,Security,PSA,Keep an emergency contact list on the fridge and with your older children.,Rika chinamba orarangerie onyore ogokonya ase egento keria kegokendia endagera (efurichi) amo nabana bao abanene.
2664,Security,PSA,"Always lock doors and windows when leaving home, even for short periods.","Kera chingaki sieka emerangu nechitirisa ekero ogosoka korwa inka, nonya nase egeka egeke."
2665,Security,PSA,Report suspicious activities in your neighborhood to police immediately.,mnyia amangan ore nechitangutangu naro agokorekeka ase chiamate chiao gochia ase omogambi gose abasikari kegima.
2666,Security,PSA,Install security lights around your property to deter burglars.,Iboka chitaya chikomoreka buya ase enibo yao ere buna enchera eyemo yogotanga abaibi.
2667,Security,PSA,Don't display valuables in your car - keep them out of sight.,Tiga kworokia ebinto bierigori ime yerori yao - keep them outside.
2668,Security,PSA,Join or start a neighborhood watch program in your area.,Join or start a neighborhood watch program in your area.
2669,Security,PSA,Take photos of your valuables and record serial numbers for identification.,Aka ebicha ebinto bia biengencho bionsi chibicha na rika chinamba chiokobiatanana.
2670,Security,PSA,"Use strong padlocks for gates and sheds - avoid cheap, easy-to-cut locks.","Tumia ebiburi ebikong'u ase ebiita biao nekiriri igoro yabo - tga kogora ebinto biebei enke, bikobutoru naibaibi bwngo."
2671,Security,PSA,Be cautious about sharing travel plans on social media.,Tiga gwatora-tora emeroberio yechisfari chiao ase eintaneti.
2672,Security,PSA,Keep bushes and trees near windows trimmed to eliminate hiding spots.,Nacha emete na rabia orosana ase chitirisa gotanga abaibi tibebisa aroro.
2673,Security,PSA,Mark your property with UV pens or engraving to help recovery if stolen.,"Beka ebinto biao nekemanyererio ""UV pens or engraving"" gokonya kobinyora onye biaibirwe."
2674,Security,PSA,Install peepholes in exterior doors to identify visitors before opening.,Bochora ebingoro biabeene ase emerangu yaisiko kogokonya korora nakomanya omonto korwa nyomba otaramogorera.
2675,Security,PSA,Don't carry large amounts of cash - use mobile payment options instead.,"Tiga kobogoria chibesa chinyinge - rika riokobogoria chibesa, tumia chinhera chigedichitari."
2676,Security,PSA,Park in well-lit areas at night and check surroundings before exiting vehicle.,"Ekero ogoteneni erori yao botuko yeteneni ase oborabu bore boisaine, na mongera aaria na gochia aaria buya nyuma otarasoka korwa erori ime."
2677,Security,PSA,Teach domestic staff to verify identities before opening gates/doors.,Somia abakori emeremo bao ba nka korigereria buya ebibande bia'bageni nyuma batarabaigoreraebiita gose omorangu.
2678,Security,PSA,Use timers for lights when away to give appearance someone is home.,"Ekero gwasokire gochia esafari, beka chitochi chia chiesitima chinsa chireokie chinyene buna egento giokworokia nga omonto nare nka."
2679,Security,PSA,"Keep car keys in a secure location at home, not near doors/windows.","Gacha ebibunguo bierori yao inka ase agiya, korende tari ase omorangu gose etirisa."
2680,Security,PSA,Verify credentials of service personnel before allowing access to property.,Verify credentials of service personnel before allowing access to property.
2681,Security,PSA,Install security cameras at entry points and make them visible.,Beka chikamera chikobwata buna abanto bagosoa na gosoka korwa bwoo as omorangu gose egeita hirirekanete buya.
2682,Security,PSA,Be aware of common scams like fake lottery winnings or inheritance claims.,Erende korwa ebinto biobongainereria buna kong'ainwa ng'a kwabuire bahati na sibu buna omonyamwando bwomonto osirete.
2683,Security,PSA,Don't resist during armed robbery - your safety is more valuable than property.,Ekero ebibago biobibi bikogosagana tiga kwamererania nabarabwo- obogima bwa nobwengencho kobua enibo.
2684,Security,PSA,Keep emergency numbers programmed in your phone for quick access.,Rika na kogacha esimi yaoime chinamba orarangerie chingaki chiemebasakano.
2685,Security,PSA,Use different routes when traveling regularly to avoid establishing patterns.,Etera chinhera ao ao echi ogosokera korwa inka na koirana erio osirerio amabarato yorogendo rwao buna enchera eyemo yokwerenda.
2686,Security,PSA,Shred documents containing personal information before disposal.,Tandora na gosria gose samba amasakara ao abwate amang'ana bobisi otarayatuguta.
2687,Security,PSA,Join us in the fight against corruption. Be part of the solution.,Tobwatisies ase ekinano nobokengeka. Kabe oyomo ase okoreta ekeganeirie.
2688,Security,PSA,"Promote integrity and transparency in all institutions. Together, we can prevent corruption before it starts.","Segeta ekeene nobomaiso marore ase chinsemo chionsi chiobokoreri. Ase oboamo, nabo togotanga obokorekanu tiboba."
2689,Security,PSA,Report irregular hiring and misuse of public office. Fair recruitment builds trust and accountability.,Karwe eripoti igoro yokorikwa kwa abanto omoroberio omoronge otabwatirie ase ogotumia bobe ofisi yobokoreri bwabanto. Okorika abanto ase omoroberio omuya nigo ogosegeta obwegenwa noboteneri obuya.
2690,Security,PSA,Corruption weakens counties. Ttake a stand! Uphold ethics in public service and support anti-graft initiatives.,Obokorekanu nigo bokogengeria chinguru chiense. Chora buya! Segeta na goikerania obokereri obuya ase na sira emeroberio yokorwania obokorekanu.
