PSA_ID,Domain,en,guz,source_tag,en_clean,guz_clean,len_ratio,sw_clean
2430,Security,"Neglect harms a child's development. Parents and guardians must provide basic needs, love, and security to prevent long-term trauma.","Ogotarenda gose koa omwana ebinto atagete nigo ekogocha ogokina na okogenderera kwomwana. Abaibori nabarendi babana goika bae abana babo ebi bakonyara, buna obwanchani, noborendi gotanga mechando yebirengererio nogochandeka ase engaki entambe.",,"Neglect harms a child's development. Parents and guardians must provide basic needs, love, and security to prevent long-term trauma.","Ogotarenda gose koa omwana ebinto atagete nigo ekogocha ogokina na okogenderera kwomwana. Abaibori nabarendi babana goika bae abana babo ebi bakonyara, buna obwanchani, noborendi gotanga mechando yebirengererio nogochandeka ase engaki entambe.",0.543209877,"Wazazi na walezi wanapaswa kuwapa watoto mahitaji ya msingi, upendo, na usalama ili kuzuia kupatwa na majeraha ya muda mrefu."
2431,Security,Refugee children are vulnerable to abuse and trafficking. Humanitarian agencies provide safe shelters and education in camps.,Abana ba baria batamete chisegi korwa sobo igo ere raisi ase bare gokorerwa bobe gokenganigwa gose koibwa. Ebiombe bikorwanerera oboronge bwekemwanyabanto bieserikari nkorwa bire obomenyo obuya nechisemi aaria ase chikambi.,,Refugee children are vulnerable to abuse and trafficking. Humanitarian agencies provide safe shelters and education in camps.,Abana ba baria batamete chisegi korwa sobo igo ere raisi ase bare gokorerwa bobe gokenganigwa gose koibwa. Ebiombe bikorwanerera oboronge bwekemwanyabanto bieserikari nkorwa bire obomenyo obuya nechisemi aaria ase chikambi.,0.560538117,Watoto wakimbizi ni hatari kwa kutendwa vibaya na kuuzishwa.
2432,Security,Some communities still practice harmful traditions involving children. Report such cases to authorities immediately.,Abanto bande mbagenderete gokora ebienyechi buna ogekeba abanyaroka ebio bire mamincha noboronge bwa abana. Karwe eripoti yamang'ana ayio gochia ase abambi otari konyorwa.,,Some communities still practice harmful traditions involving children. Report such cases to authorities immediately.,Abanto bande mbagenderete gokora ebienyechi buna ogekeba abanyaroka ebio bire mamincha noboronge bwa abana. Karwe eripoti yamang'ana ayio gochia ase abambi otari konyorwa.,0.678362573,Katika jamii fulani bado kuna desturi zenye madhara zinazohusisha watoto.
2433,Security,Positive parenting reduces abuse risks. Attend government-sponsored parenting programs to learn child protection strategies.,Oboreri obuya nigo bogokeania abana gokorerwa bobe. Soa gose kabe oyomo ase omoroberio bweserikari gosomigwa chinchera buna oranyare korenda abana.,,Positive parenting reduces abuse risks. Attend government-sponsored parenting programs to learn child protection strategies.,Oboreri obuya nigo bogokeania abana gokorerwa bobe. Soa gose kabe oyomo ase omoroberio bweserikari gosomigwa chinchera buna oranyare korenda abana.,0.843537415,Kulea watoto kwa njia inayofaa kunaweza kupunguza hatari ya kutendwa vibaya.
2434,Security,Children involved in legal matters should go through specialized courts to ensure fair and trauma-sensitive proceedings.,Ebina birengete abana goika ebina biabo bigamberwe ase chikoti chiabeene korora ng'a biagendiigwe buya birendete gotatubania obongo naende korwa obobe bwabete.,,Children involved in legal matters should go through specialized courts to ensure fair and trauma-sensitive proceedings.,Ebina birengete abana goika ebina biabo bigamberwe ase chikoti chiabeene korora ng'a biagendiigwe buya birendete gotatubania obongo naende korwa obobe bwabete.,0.754716981,Watoto wanaoshiriki katika mambo ya kisheria wanapaswa kwenda mahakamani maalumu ili kuhakikisha kwamba kesi ni halali na ni hatari kwa watoto.
2435,Security,Underage drug use leads to crime and health issues. Schools and parents should educate children on substance abuse dangers.,Abana abake konywa amarwa nigo gokogesa obosaria nemechando ya afia. Nere buya chisukuru nabaibori basomie abana igoro yemachando yokonywa amarwa.,,Underage drug use leads to crime and health issues. Schools and parents should educate children on substance abuse dangers.,Abana abake konywa amarwa nigo gokogesa obosaria nemechando ya afia. Nere buya chisukuru nabaibori basomie abana igoro yemachando yokonywa amarwa.,0.842465753,Watoto wanaotumia dawa za kulevya wanapaswa kuwaelimisha watoto wao kuhusu hatari za kutumia dawa za kulevya.
2436,Security,"Dial 116 (Child Helpline) or 999 (Emergency) to report child abuse, neglect, or exploitation for immediate assistance.","Aka esimi 116 (Obokonyi ase Abana) gose 999 (Emebasekano) komnyia igoro yogokorerwa bobe kwomwana, ogoserigwa gose okwangwa, gose koba ase obosomba erio onyore ogokonya kegima.",,"Dial 116 (Child Helpline) or 999 (Emergency) to report child abuse, neglect, or exploitation for immediate assistance.","Aka esimi 116 (Obokonyi ase Abana) gose 999 (Emebasekano) komnyia igoro yogokorerwa bobe kwomwana, ogoserigwa gose okwangwa, gose koba ase obosomba erio onyore ogokonya kegima.",0.670454545,"Piga simu 116 (Helpline ya Watoto) au 999 (Haramani) kuripoti unyanyasaji wa watoto, kutojali, au utumiaji kwa msaada wa haraka."
2437,Security,Children in areas like Northern Kenya face abduction and recruitment into armed groups. Security agencies must prioritize their safety.,Abana bare chinsemo chiria buna Kenya ya Irianyi nigo ere raisi ase bare koibwa na gosoigwa ase ebiombe biobokebago. Ebiombe bieserikari goika birwe birigerie ayio ase okobarenda.,,Children in areas like Northern Kenya face abduction and recruitment into armed groups. Security agencies must prioritize their safety.,Abana bare chinsemo chiria buna Kenya ya Irianyi nigo ere raisi ase bare koibwa na gosoigwa ase ebiombe biobokebago. Ebiombe bieserikari goika birwe birigerie ayio ase okobarenda.,0.754189944,Watoto katika maeneo kama vile kaskazini mwa Kenya wanakabiliwa na utekaji-nyara na kuajiriwa katika vikundi vya kijeshi.
2438,Security,"Perpetrators of child abuse face severe penalties, including life imprisonment. Report offenders to ensure justice for victims.","Ebibago biria bigosaria abana mbirigereririe negesusuro ekenene, gosse giibwa maisa. Ripoti ebibago ebio ase okorigia ekeene ase baria bokoreirwe bobe.",,"Perpetrators of child abuse face severe penalties, including life imprisonment. Report offenders to ensure justice for victims.","Ebibago biria bigosaria abana mbirigereririe negesusuro ekenene, gosse giibwa maisa. Ripoti ebibago ebio ase okorigia ekeene ase baria bokoreirwe bobe.",0.841059603,"Wahalifu wa kuwatendea watoto vibaya wanakabiliwa na adhabu kali, kutia ndani kifungo cha maisha."
2439,Security,Schools in high-risk areas should have security measures to protect children from terrorist threats and abductions.,Chisukuru chiria chire aase ere raisi abana gokorerwa bobe mbuya chibe nomoroberio omuya bwoborendi korenda abana korwa obwoba bwebibago koruta chipomu noboibi bwechiombe.,,Schools in high-risk areas should have security measures to protect children from terrorist threats and abductions.,Chisukuru chiria chire aase ere raisi abana gokorerwa bobe mbuya chibe nomoroberio omuya bwoborendi korenda abana korwa obwoba bwebibago koruta chipomu noboibi bwechiombe.,0.67251462,Shule katika maeneo yenye hatari kubwa zinapaswa kuwa na hatua za usalama za kulinda watoto kutokana na vitisho vya kigaidi na utekaji nyara.
2440,Security,Children's identities can be stolen for fraud. Parents should safeguard birth certificates and monitor credit reports.,nabo ekonyarekana nga ebiband biabana bibwe gokorera obongainereria. Abaibori brende buya chisatificate chiokoiborwa chia abana babo no komongera buna chibesa chigosao chisimi chiabo.,,Children's identities can be stolen for fraud. Parents should safeguard birth certificates and monitor credit reports.,nabo ekonyarekana nga ebiband biabana bibwe gokorera obongainereria. Abaibori brende buya chisatificate chiokoiborwa chia abana babo no komongera buna chibesa chigosao chisimi chiabo.,0.644808743,Wazazi wanapaswa kulinda vyeti vya kuzaliwa na kufuatilia ripoti za mkopo.
2441,Security,"Victims of sexual abuse need medical, legal, and psychological support. Specialized centers offer free services nationwide.","Baria bakoreirwe bobe gose gotibongwa nere buya konyora obokonyi bwobobwenia, kemachiko, anakebirengererio. Chisenta chiegeirie gokora emeremo eyio nkorwa chire obokonyi bwa bosa Kenya engima.",,"Victims of sexual abuse need medical, legal, and psychological support. Specialized centers offer free services nationwide.","Baria bakoreirwe bobe gose gotibongwa nere buya konyora obokonyi bwobobwenia, kemachiko, anakebirengererio. Chisenta chiegeirie gokora emeremo eyio nkorwa chire obokonyi bwa bosa Kenya engima.",0.640625,"Waathiriwa wa unyanyasaji wa kingono huhitaji msaada wa kitiba, kisheria, na kiakili."
2442,Security,"Many children drown in open water sources. Parents should supervise kids near pools, rivers, and wells.","Abana abange nigo bkogwa nagokwera ime yechinsemo chiamache. Abaibiri goika barande abana babio ekero bare ange nase aria agoakerwa ontimbu, chindoche, amo nechinsoko.",,"Many children drown in open water sources. Parents should supervise kids near pools, rivers, and wells.","Abana abange nigo bkogwa nagokwera ime yechinsemo chiamache. Abaibiri goika barande abana babio ekero bare ange nase aria agoakerwa ontimbu, chindoche, amo nechinsoko.",0.616766467,"Watoto wengi huzama katika maji ya wazi, na wazazi wanapaswa kuwachunguza watoto wao karibu na maziwa, mito, na visima."
2443,Security,Churches and mosques must vet staff and implement policies to prevent child abuse within their facilities.,Chikanisa nemesikiti goika bakongori abakori emeremo babo na goikerania amachiko agotanga gokorera abana bobe imse yechinyomba chiikanisa gose emesikiti.,,Churches and mosques must vet staff and implement policies to prevent child abuse within their facilities.,Chikanisa nemesikiti goika bakongori abakori emeremo babo na goikerania amachiko agotanga gokorera abana bobe imse yechinyomba chiikanisa gose emesikiti.,0.692810458,Makanisa na misikiti lazima ziangalie wafanyakazi na kutekeleza sera za kuzuia unyanyasaji wa watoto ndani ya vifaa vyao.
2444,Security,Media should avoid exposing children to harmful content and respect their privacy when reporting on abuse cases.,Abariki na baria bagotangasa amang'ana goika barende gotanga nga amangana agosaria abana ase ogotatora amarieta abo nase barwete ekero bakomanyia amangan buna abana bagokorerwa bobe.,,Media should avoid exposing children to harmful content and respect their privacy when reporting on abuse cases.,Abariki na baria bagotangasa amang'ana goika barende gotanga nga amangana agosaria abana ase ogotatora amarieta abo nase barwete ekero bakomanyia amangan buna abana bagokorerwa bobe.,0.615384615,Vyombo vya habari vinapaswa kuepuka kuwaonyesha watoto habari zenye madhara na kuheshimu faragha yao wanapowasilisha habari kuhusu visa vya unyanyasaji.
2445,Security,Criminal gangs exploit children for begging. Report such cases to the police for rescue and rehabilitation.,Ebibago nigo bigotumia ribaga riabana gotenyara ase ogosaberera. Manyia abasikari kobakonya na kobarongei.,,Criminal gangs exploit children for begging. Report such cases to the police for rescue and rehabilitation.,Ebibago nigo bigotumia ribaga riabana gotenyara ase ogosaberera. Manyia abasikari kobakonya na kobarongei.,1.009433962,Makundi ya wahalifu huwatumia watoto vibaya kwa kuomba-omba.
2446,Security,Ensure school vans are properly licensed and drivers vetted to prevent accidents and kidnappings.,Rora nga chirori chisukuru nchuibwate chirensesi buya nomotereba buya achoretwe korenga gotanga emebasekano na koibwa kwa abana.,,Ensure school vans are properly licensed and drivers vetted to prevent accidents and kidnappings.,Rora nga chirori chisukuru nchuibwate chirensesi buya nomotereba buya achoretwe korenga gotanga emebasekano na koibwa kwa abana.,0.7578125,Hakikisha kwamba magari ya shule yana leseni sahihi na madereva wanachunguzwa ili kuzuia aksidenti na utekaji-nyara.
2447,Security,Extremist groups target vulnerable children. Communities should report suspicious recruitment activities.,Ebiobago biria bigosaria amongo abanto na kobaira obokebago bwokotuta chipomu nigo nigo birengete abana baria batari kwenyara gose korwa emchie emetaka . Abanto gioka barwe eripoti igoro yebinto bare nechitang'utang'u nabirobio gose okorikwa gosoa obokebago obwo.,,Extremist groups target vulnerable children. Communities should report suspicious recruitment activities.,Ebiobago biria bigosaria amongo abanto na kobaira obokebago bwokotuta chipomu nigo nigo birengete abana baria batari kwenyara gose korwa emchie emetaka . Abanto gioka barwe eripoti igoro yebinto bare nechitang'utang'u nabirobio gose okorikwa gosoa obokebago obwo.,0.399239544,Makundi ya kigaidi yanalenga watoto walio hatarini.
2448,Security,Hospitals should have trained staff to handle child abuse cases with confidentiality and care.,Chinyagitari mbuya koba nabakori emeremo begeirie gosugurikia ogokorerwa bobe kwabana ase obobisi obonene noborendi boisaine.,,Hospitals should have trained staff to handle child abuse cases with confidentiality and care.,Chinyagitari mbuya koba nabakori emeremo begeirie gosugurikia ogokorerwa bobe kwabana ase obobisi obonene noborendi boisaine.,0.752,Hospitali zinapaswa kuwa na wafanyakazi waliozoezwa kushughulikia visa vya kutendwa vibaya kwa watoto kwa faragha na kwa uangalifu.
2449,Security,Teach children fire safety measures and ensure homes have working smoke detectors to prevent tragedies.,Somia abana chinhera chiokwerenda nomorero na rora ng'a chinka chibwate egento keria gekomanya ekero erioki rireo erio gokonya gotanga emerero gwateka.,,Teach children fire safety measures and ensure homes have working smoke detectors to prevent tragedies.,Somia abana chinhera chiokwerenda nomorero na rora ng'a chinka chibwate egento keria gekomanya ekero erioki rireo erio gokonya gotanga emerero gwateka.,0.682119205,Wafundishe watoto hatua za usalama wa moto na kuhakikisha kwamba nyumba zina viwambo vya kutokeza moshi ili kuzuia misiba.
2450,Security,Online games can expose children to predators. Parents should monitor gaming interactions and set time limits.,Chigosori chieintaneti nigo chigosuguma abana ang'e gochia ase ebibago biabo. Abaibori goika bamongere chingaki abana bakorrigereria chigosori na ase chinsa gete.,,Online games can expose children to predators. Parents should monitor gaming interactions and set time limits.,Chigosori chieintaneti nigo chigosuguma abana ang'e gochia ase ebibago biabo. Abaibori goika bamongere chingaki abana bakorrigereria chigosori na ase chinsa gete.,0.679012346,Michezo ya mtandaoni inaweza kuwafanya watoto wawe na hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa katika hatari ya kuwekwa na wanyama.
2451,Security,Families should include children in disaster drills and ensure they know emergency contacts.,Chifamiri goika chisangie abana babo amo koroberia buna baranyare gotange omorero tibwateka sobo na ekero bwatekire ase bagotamera gochia nechinamba chiesimi barangerie konyora ogokonya.,,Families should include children in disaster drills and ensure they know emergency contacts.,Chifamiri goika chisangie abana babo amo koroberia buna baranyare gotange omorero tibwateka sobo na ekero bwatekire ase bagotamera gochia nechinamba chiesimi barangerie konyora ogokonya.,0.494623656,Familia zinapaswa kuwahusisha watoto katika mazoezi ya misiba na kuhakikisha wanajua watu wa dharura wanaohusika.
2452,Security,Teach children stranger danger rules and ensure they travel in groups. Report missing children immediately.,Somia abana tibakwana omonto batamanyeti gose kobwatia amang'ana yomonto batamanyeti buna enchere engiya yokwerenda na gotara amo abanto abange. Karwe amangana igoro yomonto otaoyi otari konyorwa gochia ase abambi gose porisi.,,Teach children stranger danger rules and ensure they travel in groups. Report missing children immediately.,Somia abana tibakwana omonto batamanyeti gose kobwatia amang'ana yomonto batamanyeti buna enchere engiya yokwerenda na gotara amo abanto abange. Karwe amangana igoro yomonto otaoyi otari konyorwa gochia ase abambi gose porisi.,0.473451327,Wafundishe watoto sheria za hatari za wageni na uhakikishe kwamba wanasafiri kwa vikundi.
2453,Security,Businesses must avoid employing children and support initiatives for their education instead.,Abanyabiasara goika barende tibarika abana buna abkori emeremo yabo korende basire emeroberio yogokonya ng'a bachire esukuru gosoma.,,Businesses must avoid employing children and support initiatives for their education instead.,Abanyabiasara goika barende tibarika abana buna abkori emeremo yabo korende basire emeroberio yogokonya ng'a bachire esukuru gosoma.,0.704545455,Biashara lazima ziwe na nia ya kuepuka kuwaajiri watoto na badala yake kuunga mkono mipango ya elimu.
2454,Security,Sports academies must have policies against physical and sexual abuse of young athletes.,Aaria ase abanto bagosomera gokora chogosori goika babe namachiko agotanga gokorerwa bobe ekiagera eki ore gose ogotabatabwa ase abanyagosori abasae.,,Sports academies must have policies against physical and sexual abuse of young athletes.,Aaria ase abanto bagosomera gokora chogosori goika babe namachiko agotanga gokorerwa bobe ekiagera eki ore gose ogotabatabwa ase abanyagosori abasae.,0.590604027,Shule za michezo lazima ziwe na sera dhidi ya unyanyasaji wa kimwili na kingono wa wanariadha vijana.
2455,Security,Keep medicines and chemicals out of children's reach to avoid accidental poisoning incidents.,Beka amariogo mo nebinto biria bionsi bire hatari ase abana are korwa ase bare buna enchera eyemo yogotanga abana konywa chisumu ase egesio ekebe.,,Keep medicines and chemicals out of children's reach to avoid accidental poisoning incidents.,Beka amariogo mo nebinto biria bionsi bire hatari ase abana are korwa ase bare buna enchera eyemo yogotanga abana konywa chisumu ase egesio ekebe.,0.636986301,Weka dawa na kemikali mbali na watoto ili kuepuka visa vya sumu zisizo za kawaida.
2456,Security,Event organizers should provide child-safe spaces and lost-child protocols during large gatherings.,Baria bakoroberria emeyega nere buya kobekaase abana basirete bakobekwa negento abaibiri basireriigwe nabana babo babwenerete gokora ekero kiesangerekano emenene.,,Event organizers should provide child-safe spaces and lost-child protocols during large gatherings.,Baria bakoroberria emeyega nere buya kobekaase abana basirete bakobekwa negento abaibiri basireriigwe nabana babo babwenerete gokora ekero kiesangerekano emenene.,0.611111111,Waandaaji wa tukio wanapaswa kutoa nafasi salama kwa watoto na itifaki za watoto waliopotea wakati wa mikutano mikubwa.
2457,Security,Tourist hotspots sometimes exploit children for labor or sex. Report such cases to the Tourism Regulatory Authority.,Aase abanto bakorwa isiko (abatari) bagotarera chingaki chinyinge nigo akoba aase abana bagokorigwa egasi gose gotibongi. Karwe eripoti gochia baria batenenerete obotari.,,Tourist hotspots sometimes exploit children for labor or sex. Report such cases to the Tourism Regulatory Authority.,Aase abanto bakorwa isiko (abatari) bagotarera chingaki chinyinge nigo akoba aase abana bagokorigwa egasi gose gotibongi. Karwe eripoti gochia baria batenenerete obotari.,0.682352941,Mara kwa mara maeneo ya utalii huwapotosha watoto kwa sababu ya kufanya kazi au kufanya ngono.
2458,Security,Kenya's laws are evolving to better protect children's rights. Stay informed on legal changes affecting child welfare.,machiko a Kenya akongiigwe erio korenda abana baria batari konyara kwerenda gose korwa emechie emetaka erio korenda oboronge bwa abana. Kabe gokomanyigwa igoro yamaonchorerio arengete ebiombe biabana.,,Kenya's laws are evolving to better protect children's rights. Stay informed on legal changes affecting child welfare.,machiko a Kenya akongiigwe erio korenda abana baria batari konyara kwerenda gose korwa emechie emetaka erio korenda oboronge bwa abana. Kabe gokomanyigwa igoro yamaonchorerio arengete ebiombe biabana.,0.59,Sheria za Kenya zinaendelea kuboresha ulinzi wa haki za watoto.
2459,Security,"Neighbors, teachers, and relatives must speak up against child abuse to create safer environments for children.","Abaamate,abarimu, na abairi goika bakwenere ringana igoro yabana gokorerwa bobe erio korora ng'a abana tibari ase hatari yogokorerwa bobe.",,"Neighbors, teachers, and relatives must speak up against child abuse to create safer environments for children.","Abaamate,abarimu, na abairi goika bakwenere ringana igoro yabana gokorerwa bobe erio korora ng'a abana tibari ase hatari yogokorerwa bobe.",0.804347826,"Jirani, walimu, na watu wa ukoo wanapaswa kusema dhidi ya kuwatendea watoto vibaya ili kuwapa watoto mazingira salama."
2460,Security,"Livestock theft remains a challenge in pastoralist regions. Communities should form watch programs, brand animals, and report suspicious activities.","Oboibi bwechiombe nabo botigarete koba omochando aaria chinsemo chiobotugi. Nere buya ebinyoro koba nemeroberio yobomongeri, basambererie chiombe chiabo chinamba, na korwa eripoti igoro yamangana bare nechitangutangu naro.",,"Livestock theft remains a challenge in pastoralist regions. Communities should form watch programs, brand animals, and report suspicious activities.","Oboibi bwechiombe nabo botigarete koba omochando aaria chinsemo chiobotugi. Nere buya ebinyoro koba nemeroberio yobomongeri, basambererie chiombe chiabo chinamba, na korwa eripoti igoro yamangana bare nechitangutangu naro.",0.666666667,"Katika maeneo yenye malisho, wizi wa mifugo ungali ni tatizo, na jamii zinapaswa kupanga programu za kufuatilia wanyama, kuwapa alama ya wanyama, na kutoa ripoti za shughuli za kichocheo."
2461,Security,Regular vaccination protects livestock from major diseases. Veterinary services offer free campaigns during high-risk seasons and farmers should keep records.,Ogochancha etugo ase chingaki chionsi nigo egotanga amarwaire yetugo korwa amanene. Abanyagitari betugo nkoba bare negeseto chingaki endwari yetugo egwateks na mbuya abaremi koba nomobaro bwetugo yabo.,,Regular vaccination protects livestock from major diseases. Veterinary services offer free campaigns during high-risk seasons and farmers should keep records.,Ogochancha etugo ase chingaki chionsi nigo egotanga amarwaire yetugo korwa amanene. Abanyagitari betugo nkoba bare negeseto chingaki endwari yetugo egwateks na mbuya abaremi koba nomobaro bwetugo yabo.,0.786069652,Utoaji wa chanjo wa kawaida huwalinda wanyama kutokana na magonjwa makubwa. Huduma za wanyama hutoa kampeni za bure wakati wa msimu wa hatari na wakulima wanapaswa kuweka rekodi.
2462,Security,"Water scarcity during droughts causes losses. Farmers should adopt water harvesting methods such as dams, pans, and subsurface storage.","Ogokeana kwamache chingaki chieguragura nigo ekorenta asara Nere buya abaremi kwegera gotacha na kogacha amache ase okorema chingoro, kogora ebibuyu ebinene, koagacha chitangi chia'mahe inse yeriraba.",,"Water scarcity during droughts causes losses. Farmers should adopt water harvesting methods such as dams, pans, and subsurface storage.","Ogokeana kwamache chingaki chieguragura nigo ekorenta asara Nere buya abaremi kwegera gotacha na kogacha amache ase okorema chingoro, kogora ebibuyu ebinene, koagacha chitangi chia'mahe inse yeriraba.",0.675,"Kupungua kwa maji wakati wa ukame husababisha hasara. Wakulima wanapaswa kutumia njia za kukusanya maji kama vile madaraja, mitungi, na kuhifadhi maji chini ya ardhi."
2463,Security,"Biosecurity prevents disease outbreaks. Disinfect footbaths, quarantine new animals, control wildlife access, and report sick animals promptly. Proper carcass disposal is essential.","Gotanga okoererania etugo korwa ensemo eyemo gochia eyende nigo egotana okwambokerana kwamarwaire yetugo nabanto. Beta chiombe esindani yoborwaire bwomonwa namagoro, chiombe chikorwaa gochia aria chichanche, renda chingiti chiorosana tichiika ange, na karwe eripoti ioro yetugo erwarete otrikonyorwa. Tindeka etugo eri yakure inse kabisa.",,"Biosecurity prevents disease outbreaks. Disinfect footbaths, quarantine new animals, control wildlife access, and report sick animals promptly. Proper carcass disposal is essential.","Gotanga okoererania etugo korwa ensemo eyemo gochia eyende nigo egotana okwambokerana kwamarwaire yetugo nabanto. Beta chiombe esindani yoborwaire bwomonwa namagoro, chiombe chikorwaa gochia aria chichanche, renda chingiti chiorosana tichiika ange, na karwe eripoti ioro yetugo erwarete otrikonyorwa. Tindeka etugo eri yakure inse kabisa.",0.535502959,"Ulinzi wa mazingira huzuia kuenea kwa magonjwa. Kuondoa dawa za kuua miguu, kutunza wanyama wapya, kudhibiti ufikiaji wa wanyama wa mwituni, na kuripoti wanyama wagonjwa mara moja."
2464,Security,The Kenya Livestock Identification and Traceability System assigns herd numbers and ear tags to support theft prevention and disease control.,"Omoreoberio o'Kenya komanya etugo, na komanya ase yarwete ngosambereria ore chiombe chinamba gose gochikera chinamba ase amato buna enchera yogotanga oboibi.",,The Kenya Livestock Identification and Traceability System assigns herd numbers and ear tags to support theft prevention and disease control.,"Omoreoberio o'Kenya komanya etugo, na komanya ase yarwete ngosambereria ore chiombe chinamba gose gochikera chinamba ase amato buna enchera yogotanga oboibi.",0.898089172,Mfumo wa Kitambulisho na Ufuatiliaji wa Wanyama wa Kenya hutoa namba za kundi na vitambulisho vya masikio kusaidia kuzuia wizi na kudhibiti magonjwa.
2465,Security,Wildlife predation causes losses. Farmers should construct predator-proof enclosures and use guard animals. Compensation is available for verified cases.,Ogoitwa gwetugo nechingiti chiorosana buna endagera yabo nigo gokoreta asara ase omoremi. Nere buya abaremi koagacha gose kogitera etugo yabo buya gotanga chingiti chiorosana goikera etugo yabo na koyeita bua endagera yabo. Ogoakanwa ase baria etugo yabo yaitetwe nechingiti chiorosana nereo ase baria bagitere etugo yabo buya.,,Wildlife predation causes losses. Farmers should construct predator-proof enclosures and use guard animals. Compensation is available for verified cases.,Ogoitwa gwetugo nechingiti chiorosana buna endagera yabo nigo gokoreta asara ase omoremi. Nere buya abaremi koagacha gose kogitera etugo yabo buya gotanga chingiti chiorosana goikera etugo yabo na koyeita bua endagera yabo. Ogoakanwa ase baria etugo yabo yaitetwe nechingiti chiorosana nereo ase baria bagitere etugo yabo buya.,0.467889908,Wenyeji wanapaswa kujenga vibanda visivyo na wanyama wa kuwinda wanyama.
2466,Security,Index-based livestock insurance protects pastoralists from drought losses using satellite data triggers.,Ensuarence erendete abaremi bobotugi nereo ekero rioka yamanyakinire nga omobaso omonene gose etoigo gose ogwateka kwendwari etare konyarekana ekorenda abatugi gotera ebimoreki bieintenet igoro aa ase rire bokorenga ekerengo omochando ore gokonys chiinsuarence komanya nechibesa irenga bagoakana omoremi.,,Index-based livestock insurance protects pastoralists from drought losses using satellite data triggers.,Ensuarence erendete abaremi bobotugi nereo ekero rioka yamanyakinire nga omobaso omonene gose etoigo gose ogwateka kwendwari etare konyarekana ekorenda abatugi gotera ebimoreki bieintenet igoro aa ase rire bokorenga ekerengo omochando ore gokonys chiinsuarence komanya nechibesa irenga bagoakana omoremi.,0.342105263,Usalama wa mifugo kwa msingi wa faharisi huwalinda wachungaji kutokana na hasara kutokana na ukame kwa kutumia vichocheo vya data za satellite.
2467,Security,Unauthorized livestock movement spreads disease. Farmers should demand permits and follow quarantine notices.,Okoererania gwetugo gotancheirie nigo kogotaria amarwaire. Nere buya abaremi basabe rirube rikobanchera goetia etugo korwa aa gochia aari na kobwatia amachiko ogochancha chitugo chiabo.,,Unauthorized livestock movement spreads disease. Farmers should demand permits and follow quarantine notices.,Okoererania gwetugo gotancheirie nigo kogotaria amarwaire. Nere buya abaremi basabe rirube rikobanchera goetia etugo korwa aa gochia aari na kobwatia amachiko ogochancha chitugo chiabo.,0.589189189,Uhamiaji usioidhinishwa wa mifugo hueneza magonjwa.
2468,Security,Proper slaughter methods protect meat safety. Only use licensed slaughterhouses or follow public health guidelines for home slaughter.,Obonyenyi etugo obuya na gacha enyama buya protect. Tumia ebichinchio biria biancheire gose bwatia amachiko yobochenu ekero okonyenya etugo yao nka.,,Proper slaughter methods protect meat safety. Only use licensed slaughterhouses or follow public health guidelines for home slaughter.,Obonyenyi etugo obuya na gacha enyama buya protect. Tumia ebichinchio biria biancheire gose bwatia amachiko yobochenu ekero okonyenya etugo yao nka.,0.905405405,Njia sahihi za kuchinjwa zinalinda usalama wa nyama.Tumia tu vibaya vilivyoidhinishwa au fuata miongozo ya afya ya umma kwa ajili ya kuchinjwa nyumbani.
2469,Security,Certain plants poison livestock. Farmers should remove toxic plants and provide alternative fodder during drought. Veterinary analysis supports diagnosis.,Ekero etugo yarire emete gete nigo ekoba esumu mebere yabo. Nere buya abaremi batogore emete buna eyio yonsi na koa chitugo chiabo obonyansi obuya chinaki chiguragura. Ogopima etugo yao nomonyagitari bwetugo nabio bikoenekia ayio.,,Certain plants poison livestock. Farmers should remove toxic plants and provide alternative fodder during drought. Veterinary analysis supports diagnosis.,Ekero etugo yarire emete gete nigo ekoba esumu mebere yabo. Nere buya abaremi batogore emete buna eyio yonsi na koa chitugo chiabo obonyansi obuya chinaki chiguragura. Ogopima etugo yao nomonyagitari bwetugo nabio bikoenekia ayio.,0.669565217,Mimea fulani hutia sumu mifugo. Wakulima wanapaswa kuondoa mimea yenye sumu na kutoa chakula cha badala wakati wa ukame. Uchambuzi wa wanyama unasaidia utambuzi.
