PSA_ID,Domain,English,English_sw
EDU_01627,Education,Notice: KNEC reminds citizens in Kilifi County about their rights regarding the role of the ombudsman.,
EDU_01628,Education,Notice: IEBC reminds citizens in Vihiga County about their rights regarding voter registration.,
EDU_01629,Education,KUCCPS encourages residents of Siaya County to participate in the county public forum to stay informed on public participation in county budgets.,
EDU_01630,Education,Notice: State Department for TVET reminds citizens in Mombasa County about their rights regarding devolution.,
EDU_01631,Education,State Department for TVET encourages residents of Busia County to attend the civic education forum to stay informed on voter registration.,
EDU_01632,Education,Notice: KUCCPS reminds citizens in Embu County about their rights regarding voter registration.,
EDU_01633,Education,TVET encourages residents of Bungoma County to verify their voter registration details to stay informed on the role of the ombudsman.,
EDU_01634,Education,HELB urges youth in Kitui County to participate in the county public forum ahead of upcoming civic activities.,
EDU_01635,Education,HELB encourages residents of Turkana County to verify their voter registration details to stay informed on devolution.,
EDU_01636,Education,HELB conducts a civic education forum on the role of the ombudsman in Kwale County this August.,
EDU_01637,Education,Teachers Service Commission conducts a civic education forum on voter registration in Turkana County this May.,
EDU_01638,Education,KICD encourages residents of Baringo County to attend the civic education forum to stay informed on constitutional rights.,
EDU_01639,Education,KUCCPS conducts a civic education forum on devolution in Siaya County this October.,
EDU_01640,Education,TSC encourages residents of Bomet County to attend the civic education forum to stay informed on voter registration.,
EDU_01641,Education,Notice: KUCCPS reminds citizens in Tharaka-Nithi County about their rights regarding the role of the ombudsman.,
EDU_01642,Education,IEBC encourages residents of Kilifi County to participate in the county public forum to stay informed on public participation in county budgets.,
EDU_01643,Education,Teachers Service Commission encourages residents of Tana River County to attend the civic education forum to stay informed on the role of the ombudsman.,
EDU_01644,Education,TVET conducts a civic education forum on devolution in Machakos County this January.,
EDU_01645,Education,Notice: Universities Fund reminds citizens in Nyeri County about their rights regarding public participation in county budgets.,
EDU_01646,Education,Universities Fund encourages residents of Turkana County to participate in the county public forum to stay informed on public participation in county budgets.,
EDU_01647,Education,HELB urges youth in Vihiga County to participate in the county public forum ahead of upcoming civic activities.,
EDU_01648,Education,KNEC encourages residents of Nyamira County to attend the civic education forum to stay informed on devolution.,
EDU_01649,Education,State Department for Basic Education conducts a civic education forum on constitutional rights in Taita-Taveta County this September.,
EDU_01650,Education,KUCCPS urges youth in Migori County to participate in the county public forum ahead of upcoming civic activities.,
EDU_01651,Education,State Department for TVET encourages residents of Nyandarua County to verify their voter registration details to stay informed on the role of the ombudsman.,
EDU_01652,Education,Universities Fund conducts a civic education forum on devolution in Kiambu County this March.,
EDU_01653,Education,Notice: KICD reminds citizens in Baringo County about their rights regarding public participation in county budgets.,
EDU_01654,Education,State Department for Basic Education conducts a civic education forum on voter registration in Kiambu County this October.,
EDU_01655,Education,Ministry of Education encourages residents of Narok County to verify their voter registration details to stay informed on the role of the ombudsman.,
EDU_01656,Education,Notice: KMTC reminds citizens in Kirinyaga County about their rights regarding the role of the ombudsman.,
EDU_01657,Education,State Department for TVET urges youth in Garissa County to verify their voter registration details ahead of upcoming civic activities.,
EDU_01658,Education,KMTC conducts a civic education forum on the role of the ombudsman in Nyamira County this May.,
EDU_01659,Education,Notice: TVET reminds citizens in Wajir County about their rights regarding devolution.,
EDU_01660,Education,Universities Fund conducts a civic education forum on devolution in Kakamega County this March.,
EDU_01661,Education,Notice: State Department for TVET reminds citizens in Nyamira County about their rights regarding voter registration.,
EDU_01662,Education,State Department for Basic Education encourages residents of Kwale County to participate in the county public forum to stay informed on public participation in county budgets.,
EDU_01663,Education,Notice: State Department for Basic Education reminds citizens in Turkana County about their rights regarding constitutional rights.,
EDU_01664,Education,Notice: KMTC reminds citizens in Kiambu County about their rights regarding the role of the ombudsman.,
EDU_01665,Education,KMTC conducts a civic education forum on constitutional rights in Tana River County this September.,
EDU_01666,Education,Kenya Institute of Curriculum Development encourages residents of Nandi County to verify their voter registration details to stay informed on devolution.,
EDU_01667,Education,KICD urges youth in Nakuru County to verify their voter registration details ahead of upcoming civic activities.,
EDU_01668,Education,Notice: TVET reminds citizens in Meru County about their rights regarding devolution.,
EDU_01669,Education,KUCCPS conducts a civic education forum on public participation in county budgets in Embu County this September.,
EDU_01670,Education,KMTC encourages residents of Nyeri County to attend the civic education forum to stay informed on the role of the ombudsman.,
EDU_01671,Education,TVET urges youth in Laikipia County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01672,Education,Kenya Institute of Curriculum Development conducts a civic education forum on devolution in Tana River County this December.,
EDU_01673,Education,Notice: State Department for Basic Education reminds citizens in Bungoma County about their rights regarding the role of the ombudsman.,
EDU_01674,Education,Notice: TVET reminds citizens in Kisii County about their rights regarding public participation in county budgets.,
EDU_01675,Education,KNEC urges youth in Nairobi County to verify their voter registration details ahead of upcoming civic activities.,
EDU_01676,Education,KUCCPS urges youth in Tharaka-Nithi County to participate in the county public forum ahead of upcoming civic activities.,
EDU_01677,Education,Notice: Teachers Service Commission reminds citizens in Uasin Gishu County about their rights regarding public participation in county budgets.,
EDU_01678,Education,KUCCPS conducts a civic education forum on the role of the ombudsman in Kiambu County this June.,
EDU_01679,Education,State Department for Basic Education encourages residents of Kwale County to verify their voter registration details to stay informed on public participation in county budgets.,
EDU_01680,Education,KNEC urges youth in Busia County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01681,Education,KNEC urges youth in Wajir County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01682,Education,KUCCPS urges youth in Migori County to verify their voter registration details ahead of upcoming civic activities.,
EDU_01683,Education,Notice: HELB reminds citizens in Lamu County about their rights regarding devolution.,
EDU_01684,Education,IEBC conducts a civic education forum on devolution in Siaya County this April.,
EDU_01685,Education,Kenya Institute of Curriculum Development conducts a civic education forum on voter registration in Siaya County this January.,
EDU_01686,Education,Notice: KNEC reminds citizens in West Pokot County about their rights regarding the role of the ombudsman.,
EDU_01687,Education,Teachers Service Commission encourages residents of Nyeri County to participate in the county public forum to stay informed on devolution.,
EDU_01688,Education,Notice: KMTC reminds citizens in West Pokot County about their rights regarding constitutional rights.,
EDU_01689,Education,State Department for TVET conducts a civic education forum on constitutional rights in Bomet County this November.,
EDU_01690,Education,State Department for Basic Education encourages residents of Homa Bay County to verify their voter registration details to stay informed on public participation in county budgets.,
EDU_01691,Education,Universities Fund conducts a civic education forum on voter registration in Busia County this June.,
EDU_01692,Education,Notice: Teachers Service Commission reminds citizens in Vihiga County about their rights regarding voter registration.,
EDU_01693,Education,Teachers Service Commission urges youth in Nyamira County to verify their voter registration details ahead of upcoming civic activities.,
EDU_01694,Education,TSC encourages residents of Laikipia County to verify their voter registration details to stay informed on devolution.,
EDU_01695,Education,TVET urges youth in Kitui County to verify their voter registration details ahead of upcoming civic activities.,
EDU_01696,Education,Ministry of Education urges youth in Busia County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01697,Education,KICD conducts a civic education forum on voter registration in Migori County this July.,
EDU_01698,Education,Notice: KICD reminds citizens in Migori County about their rights regarding voter registration.,
EDU_01699,Education,State Department for Basic Education conducts a civic education forum on constitutional rights in West Pokot County this September.,
EDU_01700,Education,TSC conducts a civic education forum on constitutional rights in Garissa County this June.,
EDU_01701,Education,Ministry of Education encourages residents of Isiolo County to attend the civic education forum to stay informed on devolution.,
EDU_01702,Education,TVET conducts a civic education forum on constitutional rights in Nyamira County this April.,
EDU_01703,Education,TVET encourages residents of Elgeyo-Marakwet County to participate in the county public forum to stay informed on public participation in county budgets.,
EDU_01704,Education,KUCCPS conducts a civic education forum on constitutional rights in Mombasa County this November.,
EDU_01705,Education,Universities Fund urges youth in Isiolo County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01706,Education,Universities Fund encourages residents of Kirinyaga County to participate in the county public forum to stay informed on public participation in county budgets.,
EDU_01707,Education,Teachers Service Commission conducts a civic education forum on public participation in county budgets in Uasin Gishu County this August.,
EDU_01708,Education,HELB urges youth in Nyandarua County to participate in the county public forum ahead of upcoming civic activities.,
EDU_01709,Education,Universities Fund conducts a civic education forum on the role of the ombudsman in Kitui County this May.,
EDU_01710,Education,KUCCPS conducts a civic education forum on public participation in county budgets in Nyeri County this March.,
EDU_01711,Education,KNEC urges youth in Laikipia County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01712,Education,KNEC urges youth in Nyandarua County to verify their voter registration details ahead of upcoming civic activities.,
EDU_01713,Education,KICD urges youth in Bomet County to participate in the county public forum ahead of upcoming civic activities.,
EDU_01714,Education,Teachers Service Commission encourages residents of Nakuru County to verify their voter registration details to stay informed on public participation in county budgets.,
EDU_01715,Education,Kenya Institute of Curriculum Development encourages residents of Bungoma County to participate in the county public forum to stay informed on devolution.,
EDU_01716,Education,KICD conducts a civic education forum on public participation in county budgets in Kisii County this September.,
EDU_01717,Education,KMTC urges youth in Kirinyaga County to participate in the county public forum ahead of upcoming civic activities.,
EDU_01718,Education,KNEC encourages residents of Samburu County to participate in the county public forum to stay informed on public participation in county budgets.,
EDU_01719,Education,KNEC conducts a civic education forum on the role of the ombudsman in Makueni County this July.,
EDU_01720,Education,Teachers Service Commission encourages residents of Kakamega County to attend the civic education forum to stay informed on devolution.,
EDU_01721,Education,Teachers Service Commission conducts a civic education forum on public participation in county budgets in Murang'a County this June.,
EDU_01722,Education,KNEC urges youth in Kisumu County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01723,Education,Notice: Ministry of Education reminds citizens in Marsabit County about their rights regarding public participation in county budgets.,
EDU_01724,Education,KMTC conducts a civic education forum on public participation in county budgets in Bomet County this October.,
EDU_01725,Education,Notice: Teachers Service Commission reminds citizens in Vihiga County about their rights regarding public participation in county budgets.,
EDU_01726,Education,KICD urges youth in Kajiado County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01727,Education,KMTC encourages residents of Mandera County to attend the civic education forum to stay informed on constitutional rights.,
EDU_01728,Education,KNEC encourages residents of Samburu County to attend the civic education forum to stay informed on public participation in county budgets.,
EDU_01729,Education,Ministry of Education encourages residents of Kitui County to attend the civic education forum to stay informed on constitutional rights.,
EDU_01730,Education,IEBC urges youth in Bomet County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01731,Education,KICD urges youth in Nyamira County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01732,Education,Kenya Institute of Curriculum Development urges youth in Kirinyaga County to participate in the county public forum ahead of upcoming civic activities.,
EDU_01733,Education,Notice: Kenya Institute of Curriculum Development reminds citizens in Narok County about their rights regarding voter registration.,
EDU_01734,Education,Notice: Teachers Service Commission reminds citizens in Kiambu County about their rights regarding the role of the ombudsman.,
EDU_01735,Education,KICD urges youth in Murang'a County to verify their voter registration details ahead of upcoming civic activities.,
EDU_01736,Education,KICD urges youth in Homa Bay County to verify their voter registration details ahead of upcoming civic activities.,
EDU_01737,Education,Universities Fund urges youth in Migori County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01738,Education,Notice: State Department for Basic Education reminds citizens in Lamu County about their rights regarding constitutional rights.,
EDU_01739,Education,KICD urges youth in Laikipia County to verify their voter registration details ahead of upcoming civic activities.,
EDU_01740,Education,Notice: KICD reminds citizens in Makueni County about their rights regarding devolution.,
EDU_01741,Education,State Department for TVET encourages residents of Kitui County to attend the civic education forum to stay informed on public participation in county budgets.,
EDU_01742,Education,Notice: State Department for TVET reminds citizens in Garissa County about their rights regarding public participation in county budgets.,
EDU_01743,Education,Notice: HELB reminds citizens in Makueni County about their rights regarding constitutional rights.,
EDU_01744,Education,Ministry of Education conducts a civic education forum on voter registration in Nyeri County this March.,
EDU_01745,Education,Kenya Institute of Curriculum Development urges youth in Makueni County to participate in the county public forum ahead of upcoming civic activities.,
EDU_01746,Education,KMTC conducts a civic education forum on voter registration in West Pokot County this March.,
EDU_01747,Education,State Department for Basic Education encourages residents of Taita-Taveta County to attend the civic education forum to stay informed on the role of the ombudsman.,
EDU_01748,Education,Notice: KICD reminds citizens in Homa Bay County about their rights regarding devolution.,
EDU_01749,Education,State Department for Basic Education urges youth in Siaya County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01750,Education,State Department for Basic Education encourages residents of Bomet County to participate in the county public forum to stay informed on voter registration.,
EDU_01751,Education,KICD conducts a civic education forum on constitutional rights in Makueni County this April.,
EDU_01752,Education,IEBC encourages residents of Kakamega County to verify their voter registration details to stay informed on public participation in county budgets.,
EDU_01753,Education,IEBC urges youth in Embu County to verify their voter registration details ahead of upcoming civic activities.,
EDU_01754,Education,Teachers Service Commission conducts a civic education forum on constitutional rights in Nyandarua County this March.,
EDU_01755,Education,Universities Fund encourages residents of Garissa County to attend the civic education forum to stay informed on public participation in county budgets.,
EDU_01756,Education,IEBC conducts a civic education forum on voter registration in Nakuru County this January.,
EDU_01757,Education,Notice: KUCCPS reminds citizens in Mandera County about their rights regarding voter registration.,
EDU_01758,Education,Notice: State Department for Basic Education reminds citizens in Baringo County about their rights regarding devolution.,
EDU_01759,Education,State Department for Basic Education urges youth in Busia County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01760,Education,Notice: KMTC reminds citizens in Mandera County about their rights regarding voter registration.,
EDU_01761,Education,State Department for Basic Education encourages residents of Busia County to attend the civic education forum to stay informed on public participation in county budgets.,
EDU_01762,Education,Teachers Service Commission conducts a civic education forum on devolution in Nyeri County this April.,
EDU_01763,Education,Ministry of Education encourages residents of Kirinyaga County to verify their voter registration details to stay informed on public participation in county budgets.,
EDU_01764,Education,Notice: TSC reminds citizens in Kitui County about their rights regarding public participation in county budgets.,
EDU_01765,Education,Ministry of Education conducts a civic education forum on constitutional rights in Bungoma County this March.,
EDU_01766,Education,State Department for TVET conducts a civic education forum on public participation in county budgets in Bomet County this October.,
EDU_01767,Education,Notice: State Department for Basic Education reminds citizens in Tharaka-Nithi County about their rights regarding voter registration.,
EDU_01768,Education,Notice: Kenya Institute of Curriculum Development reminds citizens in Machakos County about their rights regarding voter registration.,
EDU_01769,Education,Notice: HELB reminds citizens in Taita-Taveta County about their rights regarding constitutional rights.,
EDU_01770,Education,KNEC urges youth in Machakos County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01771,Education,State Department for TVET urges youth in Uasin Gishu County to verify their voter registration details ahead of upcoming civic activities.,
EDU_01772,Education,KUCCPS conducts a civic education forum on public participation in county budgets in Kitui County this April.,
EDU_01773,Education,State Department for TVET conducts a civic education forum on the role of the ombudsman in Turkana County this June.,
EDU_01774,Education,State Department for TVET conducts a civic education forum on public participation in county budgets in Marsabit County this May.,
EDU_01775,Education,Notice: State Department for Basic Education reminds citizens in Kiambu County about their rights regarding public participation in county budgets.,
EDU_01776,Education,KUCCPS urges youth in Tana River County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01777,Education,KICD urges youth in Laikipia County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01778,Education,Kenya Institute of Curriculum Development encourages residents of Nairobi County to attend the civic education forum to stay informed on voter registration.,
EDU_01779,Education,State Department for Basic Education conducts a civic education forum on the role of the ombudsman in Migori County this July.,
EDU_01780,Education,Ministry of Education urges youth in Elgeyo-Marakwet County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01781,Education,Notice: Kenya Institute of Curriculum Development reminds citizens in Lamu County about their rights regarding constitutional rights.,
EDU_01782,Education,IEBC conducts a civic education forum on public participation in county budgets in Kajiado County this February.,
EDU_01783,Education,KMTC urges youth in Kisii County to attend the civic education forum ahead of upcoming civic activities.,
EDU_01784,Education,HELB encourages residents of West Pokot County to attend the civic education forum to stay informed on the role of the ombudsman.,
EDU_01785,Education,Ministry of Education encourages residents of Siaya County to participate in the county public forum to stay informed on devolution.,
EDU_01786,Education,Notice: IEBC reminds citizens in Vihiga County about their rights regarding devolution.,
EDU_01787,Education,KMTC conducts a civic education forum on public participation in county budgets in Uasin Gishu County this June.,
EDU_01788,Education,Kenya Institute of Curriculum Development conducts a civic education forum on constitutional rights in Vihiga County this May.,
EDU_01789,Education,KMTC encourages residents of Garissa County to attend the civic education forum to stay informed on the role of the ombudsman.,
EDU_01790,Education,KUCCPS conducts a civic education forum on public participation in county budgets in Nyandarua County this March.,
EDU_01791,Education,Notice: State Department for TVET reminds citizens in Kajiado County about their rights regarding devolution.,
EDU_01792,Education,TVET conducts a civic education forum on voter registration in Kwale County this March.,
EDU_01793,Education,Notice: TSC reminds citizens in Kisumu County about their rights regarding devolution.,
EDU_01794,Education,Notice: Universities Fund reminds citizens in Narok County about their rights regarding devolution.,
EDU_01795,Education,Ministry of Education conducts a civic education forum on constitutional rights in Bungoma County this April.,
EDU_01796,Education,Notice: State Department for TVET reminds citizens in West Pokot County about their rights regarding constitutional rights.,
EDU_01797,Education,State Department for TVET encourages residents of Tharaka-Nithi County to verify their voter registration details to stay informed on voter registration.,
EDU_01798,Education,IEBC urges youth in West Pokot County to verify their voter registration details ahead of upcoming civic activities.,
EDU_01799,Education,Kenya Institute of Curriculum Development encourages residents of Kisii County to participate in the county public forum to stay informed on voter registration.,
EDU_01800,Education,Notice: TSC reminds citizens in Trans Nzoia County about their rights regarding constitutional rights.,
EDU_01801,Education,Kenya Institute of Curriculum Development reminds needy students in Kilifi County that textbooks and learning materials applications close soon.,
EDU_01802,Education,Teachers Service Commission announces distribution of scholarships for needy students to schools in Baringo County this January.,
EDU_01803,Education,Ministry of Education reminds needy students in Wajir County that scholarships for needy students applications close soon.,
EDU_01804,Education,Universities Fund advises students in Migori County to register early to secure allocation to access textbooks and learning materials.,
EDU_01805,Education,TSC reminds needy students in Nandi County that revision guides applications close soon.,
EDU_01806,Education,Notice: State Department for TVET opens applications for school laptops under the digital literacy programme for learners in Kajiado County.,
EDU_01807,Education,TVET reminds needy students in Nandi County that free digital learning content applications close soon.,
EDU_01808,Education,Notice: TVET opens applications for textbooks and learning materials for learners in Garissa County.,
EDU_01809,Education,Ministry of Education advises students in Kisii County to register early to secure allocation to access free digital learning content.,
EDU_01810,Education,Notice: IEBC opens applications for free digital learning content for learners in West Pokot County.,
EDU_01811,Education,TVET reminds needy students in Bomet County that textbooks and learning materials applications close soon.,
EDU_01812,Education,Kenya Institute of Curriculum Development announces distribution of school laptops under the digital literacy programme to schools in Vihiga County this April.,
EDU_01813,Education,Notice: KICD opens applications for revision guides for learners in Nakuru County.,
EDU_01814,Education,Notice: IEBC opens applications for school laptops under the digital literacy programme for learners in Kirinyaga County.,
EDU_01815,Education,Notice: IEBC opens applications for scholarships for needy students for learners in Nyamira County.,
EDU_01816,Education,Notice: KMTC opens applications for scholarships for needy students for learners in Marsabit County.,
EDU_01817,Education,KMTC advises students in West Pokot County to register early to secure allocation to access free digital learning content.,
EDU_01818,Education,KMTC reminds needy students in Samburu County that free digital learning content applications close soon.,
EDU_01819,Education,Notice: State Department for TVET opens applications for school laptops under the digital literacy programme for learners in Meru County.,
EDU_01820,Education,Notice: State Department for TVET opens applications for textbooks and learning materials for learners in Marsabit County.,
EDU_01821,Education,TSC reminds needy students in Vihiga County that textbooks and learning materials applications close soon.,
EDU_01822,Education,Ministry of Education reminds needy students in Mandera County that school laptops under the digital literacy programme applications close soon.,
EDU_01823,Education,TSC announces distribution of revision guides to schools in Bomet County this July.,
EDU_01824,Education,IEBC announces distribution of revision guides to schools in Wajir County this January.,
EDU_01825,Education,State Department for TVET advises students in Mombasa County to register early to secure allocation to access free digital learning content.,
EDU_01826,Education,Notice: KMTC opens applications for revision guides for learners in Kakamega County.,
EDU_01827,Education,KICD announces distribution of free digital learning content to schools in Baringo County this January.,
EDU_01828,Education,KUCCPS advises students in Nakuru County to register early to secure allocation to access school laptops under the digital literacy programme.,
EDU_01829,Education,Universities Fund advises students in Kwale County to collect materials from the county education office to access revision guides.,
EDU_01830,Education,KMTC reminds needy students in Nakuru County that free digital learning content applications close soon.,
EDU_01831,Education,KNEC announces distribution of school laptops under the digital literacy programme to schools in Homa Bay County this October.,
EDU_01832,Education,IEBC advises students in Samburu County to apply through the online scholarship portal to access textbooks and learning materials.,
EDU_01833,Education,TVET announces distribution of revision guides to schools in Kiambu County this July.,
EDU_01834,Education,KNEC reminds needy students in Elgeyo-Marakwet County that school laptops under the digital literacy programme applications close soon.,
EDU_01835,Education,HELB reminds needy students in Siaya County that revision guides applications close soon.,
EDU_01836,Education,Notice: State Department for TVET opens applications for free digital learning content for learners in Kisii County.,
EDU_01837,Education,KUCCPS advises students in Kilifi County to apply through the online scholarship portal to access free digital learning content.,
EDU_01838,Education,Notice: State Department for TVET opens applications for revision guides for learners in Machakos County.,
EDU_01839,Education,Teachers Service Commission reminds needy students in Nyeri County that revision guides applications close soon.,
EDU_01840,Education,State Department for Basic Education advises students in Kilifi County to collect materials from the county education office to access school laptops under the digital literacy programme.,
EDU_01841,Education,State Department for TVET announces distribution of scholarships for needy students to schools in Baringo County this December.,
EDU_01842,Education,KICD reminds needy students in Laikipia County that scholarships for needy students applications close soon.,
EDU_01843,Education,Universities Fund announces distribution of free digital learning content to schools in Mandera County this December.,
EDU_01844,Education,IEBC reminds needy students in Nakuru County that revision guides applications close soon.,
EDU_01845,Education,KNEC reminds needy students in Nakuru County that revision guides applications close soon.,
EDU_01846,Education,State Department for Basic Education advises students in Busia County to register early to secure allocation to access scholarships for needy students.,
EDU_01847,Education,Notice: HELB opens applications for scholarships for needy students for learners in Kericho County.,
EDU_01848,Education,TVET reminds needy students in Vihiga County that school laptops under the digital literacy programme applications close soon.,
EDU_01849,Education,KUCCPS announces distribution of free digital learning content to schools in Turkana County this March.,
EDU_01850,Education,TVET announces distribution of school laptops under the digital literacy programme to schools in Tharaka-Nithi County this January.,
EDU_01851,Education,Notice: State Department for TVET opens applications for free digital learning content for learners in Siaya County.,
EDU_01852,Education,State Department for TVET advises students in Nakuru County to apply through the online scholarship portal to access revision guides.,
EDU_01853,Education,TVET reminds needy students in Kakamega County that textbooks and learning materials applications close soon.,
EDU_01854,Education,Notice: HELB opens applications for textbooks and learning materials for learners in Migori County.,
EDU_01855,Education,HELB announces distribution of revision guides to schools in Bomet County this August.,
EDU_01856,Education,Ministry of Education advises students in Murang'a County to register early to secure allocation to access school laptops under the digital literacy programme.,
EDU_01857,Education,Universities Fund advises students in Nairobi County to apply through the online scholarship portal to access scholarships for needy students.,
EDU_01858,Education,State Department for Basic Education advises students in Kiambu County to register early to secure allocation to access school laptops under the digital literacy programme.,
EDU_01859,Education,Ministry of Education advises students in Mandera County to register early to secure allocation to access scholarships for needy students.,
EDU_01860,Education,KNEC reminds needy students in Laikipia County that free digital learning content applications close soon.,
EDU_01861,Education,KUCCPS announces distribution of school laptops under the digital literacy programme to schools in Bomet County this March.,
EDU_01862,Education,KNEC advises students in West Pokot County to apply through the online scholarship portal to access school laptops under the digital literacy programme.,
EDU_01863,Education,Teachers Service Commission advises students in Mandera County to apply through the online scholarship portal to access revision guides.,
EDU_01864,Education,Kenya Institute of Curriculum Development announces distribution of revision guides to schools in Kisumu County this August.,
EDU_01865,Education,State Department for Basic Education reminds needy students in Mombasa County that revision guides applications close soon.,
EDU_01866,Education,Notice: KICD opens applications for scholarships for needy students for learners in Nairobi County.,
EDU_01867,Education,State Department for Basic Education announces distribution of school laptops under the digital literacy programme to schools in Murang'a County this August.,
EDU_01868,Education,Teachers Service Commission reminds needy students in Kakamega County that school laptops under the digital literacy programme applications close soon.,
EDU_01869,Education,Notice: HELB opens applications for scholarships for needy students for learners in Lamu County.,
EDU_01870,Education,KNEC advises students in Kisumu County to collect materials from the county education office to access textbooks and learning materials.,
EDU_01871,Education,Universities Fund advises students in Kisii County to register early to secure allocation to access free digital learning content.,
EDU_01872,Education,Notice: Kenya Institute of Curriculum Development opens applications for revision guides for learners in Turkana County.,
EDU_01873,Education,Kenya Institute of Curriculum Development advises students in Isiolo County to collect materials from the county education office to access revision guides.,
EDU_01874,Education,IEBC announces distribution of revision guides to schools in Tharaka-Nithi County this July.,
EDU_01875,Education,Notice: Kenya Institute of Curriculum Development opens applications for school laptops under the digital literacy programme for learners in Kisumu County.,
EDU_01876,Education,TVET advises students in Makueni County to register early to secure allocation to access textbooks and learning materials.,
EDU_01877,Education,State Department for TVET announces distribution of school laptops under the digital literacy programme to schools in Kericho County this July.,
EDU_01878,Education,Teachers Service Commission announces distribution of scholarships for needy students to schools in Kajiado County this September.,
EDU_01879,Education,Notice: Ministry of Education opens applications for scholarships for needy students for learners in Trans Nzoia County.,
EDU_01880,Education,Teachers Service Commission advises students in Vihiga County to collect materials from the county education office to access scholarships for needy students.,
EDU_01881,Education,Ministry of Education announces distribution of free digital learning content to schools in Nyamira County this February.,
EDU_01882,Education,Notice: KUCCPS opens applications for revision guides for learners in Nakuru County.,
EDU_01883,Education,KNEC reminds needy students in Busia County that scholarships for needy students applications close soon.,
EDU_01884,Education,Notice: KMTC opens applications for free digital learning content for learners in Vihiga County.,
EDU_01885,Education,TSC announces distribution of revision guides to schools in Kajiado County this February.,
EDU_01886,Education,TVET reminds needy students in Busia County that free digital learning content applications close soon.,
EDU_01887,Education,KUCCPS advises students in Siaya County to collect materials from the county education office to access textbooks and learning materials.,
EDU_01888,Education,State Department for Basic Education reminds needy students in Embu County that scholarships for needy students applications close soon.,
EDU_01889,Education,TSC announces distribution of school laptops under the digital literacy programme to schools in Taita-Taveta County this June.,
EDU_01890,Education,KMTC announces distribution of school laptops under the digital literacy programme to schools in Tharaka-Nithi County this May.,
EDU_01891,Education,Notice: State Department for TVET opens applications for free digital learning content for learners in Tana River County.,
EDU_01892,Education,KNEC reminds needy students in Migori County that school laptops under the digital literacy programme applications close soon.,
EDU_01893,Education,KNEC advises students in Kiambu County to collect materials from the county education office to access scholarships for needy students.,
EDU_01894,Education,Ministry of Education advises students in Meru County to collect materials from the county education office to access textbooks and learning materials.,
EDU_01895,Education,Notice: Teachers Service Commission opens applications for textbooks and learning materials for learners in Samburu County.,
EDU_01896,Education,KICD advises students in Machakos County to apply through the online scholarship portal to access scholarships for needy students.,
EDU_01897,Education,KMTC reminds needy students in Taita-Taveta County that textbooks and learning materials applications close soon.,
EDU_01898,Education,Notice: HELB opens applications for school laptops under the digital literacy programme for learners in Nyandarua County.,
EDU_01899,Education,Teachers Service Commission announces distribution of scholarships for needy students to schools in Busia County this June.,
EDU_01900,Education,KICD reminds needy students in Tana River County that free digital learning content applications close soon.,
EDU_01901,Education,Ministry of Education reminds needy students in Machakos County that revision guides applications close soon.,
EDU_01902,Education,Ministry of Education announces distribution of scholarships for needy students to schools in Nandi County this October.,
EDU_01903,Education,State Department for TVET announces distribution of textbooks and learning materials to schools in Tharaka-Nithi County this June.,
EDU_01904,Education,KNEC announces distribution of free digital learning content to schools in Siaya County this December.,
EDU_01905,Education,Ministry of Education advises students in Isiolo County to register early to secure allocation to access scholarships for needy students.,
EDU_01906,Education,Kenya Institute of Curriculum Development announces distribution of free digital learning content to schools in Kiambu County this July.,
EDU_01907,Education,Universities Fund reminds needy students in Kilifi County that scholarships for needy students applications close soon.,
EDU_01908,Education,KNEC reminds needy students in Homa Bay County that revision guides applications close soon.,
EDU_01909,Education,Notice: KNEC opens applications for textbooks and learning materials for learners in Wajir County.,
EDU_01910,Education,State Department for TVET advises students in Trans Nzoia County to apply through the online scholarship portal to access free digital learning content.,
EDU_01911,Education,Notice: TVET opens applications for school laptops under the digital literacy programme for learners in Lamu County.,
EDU_01912,Education,Notice: Universities Fund opens applications for revision guides for learners in Wajir County.,
EDU_01913,Education,KICD announces distribution of school laptops under the digital literacy programme to schools in West Pokot County this December.,
EDU_01914,Education,TVET advises students in Tana River County to apply through the online scholarship portal to access scholarships for needy students.,
EDU_01915,Education,Notice: TVET opens applications for free digital learning content for learners in Meru County.,
EDU_01916,Education,KICD announces distribution of scholarships for needy students to schools in Migori County this February.,
EDU_01917,Education,TVET advises students in Vihiga County to register early to secure allocation to access scholarships for needy students.,
EDU_01918,Education,KNEC announces distribution of free digital learning content to schools in Wajir County this May.,
